,MARVELD1_10,NEFH_3,NEFH_21,ARL5B_29,EIF2S2_15,MARVELD1_5,SCAF8_24,ARL5B_52,SCAF8_16,SCAF8_29,SCAF8_34,SCAF8_33,EIF2S2_16,ARL5B_9,ARL5B_15,MARVELD1_12,SCAF8_11,NEFH_8,NEFH_18,SCAF8_32,SCAF8_31,NEFH_25,SCAF8_41,ARL5B_11,SCAF8_6,GHITM_2,NEFH_24,NEFH_29,ARL5B_2,SCAF8_22,ARL5B_50,ARL5B_7,NEFH_4,SCAF8_7,SCAF8_4,ARL5B_18,ARL5B_20,NEFH_13,EIF2S2_4,ARL5B_19,EIF2S2_13,NEFH_7,SCAF8_21,MARVELD1_25,EIF2S2_19,ARL5B_38,NEFH_14,ARL5B_31,ARL5B_16,EIF2S2_7,NEFH_6,ARL5B_36,ARL5B_10,NEFH_17,EIF2S2_20,MARVELD1_20,NEFH_9,NEFH_16,NEFH_11,ARL5B_5,EIF2S2_9,MARVELD1_8,ARL5B_21,ARL5B_43,ARL5B_46,NEFH_5,ARL5B_34,ARL5B_41,EIF2S2_12,ARL5B_22,ARL5B_35,MARVELD1_3,ARL5B_14,NEFH_20,MARVELD1_18,MARVELD1_13,GHITM_18,SCAF8_8,ARL5B_47,MARVELD1_22,SCAF8_36,SCAF8_26,EIF2S2_14,MARVELD1_26,SCAF8_10,EIF2S2_5,SCAF8_44,SCAF8_3,ARL5B_24,GHITM_9,SCAF8_17,GHITM_4,EIF2S2_21,SCAF8_1,ARL5B_25,EIF2S2_11,SCAF8_18,ARL5B_42,GHITM_17,MARVELD1_19,NEFH_26,GHITM_1,MARVELD1_21,ARL5B_48,SCAF8_14,ARL5B_53,MARVELD1_9,NEFH_28,ARL5B_51,GHITM_8,MARVELD1_27,MARVELD1_15,ARL5B_44,EIF2S2_18,MARVELD1_24,SCAF8_30,SCAF8_38,SCAF8_43,GHITM_16,ARL5B_37,MARVELD1_2,MARVELD1_7,EIF2S2_1,ARL5B_39,NEFH_1,SCAF8_25,EIF2S2_3,GHITM_12,SCAF8_19,EIF2S2_24,EIF2S2_6,SCAF8_9,GHITM_19,ARL5B_4,SCAF8_39,ARL5B_3,SCAF8_35,NEFH_23,EIF2S2_22,SCAF8_42,GHITM_7,ARL5B_1,NEFH_31,ARL5B_28,SCAF8_13,SCAF8_23,ARL5B_33,NEFH_30,GHITM_11,EIF2S2_10,NEFH_12,GHITM_14,SCAF8_27,NEFH_22,GHITM_3,NEFH_2,ARL5B_27,SCAF8_15,NEFH_27,NEFH_10,EIF2S2_23,ARL5B_12,MARVELD1_6,NEFH_15,GHITM_5,MARVELD1_1,ARL5B_26,ARL5B_45,ARL5B_23,ARL5B_32,EIF2S2_8,GHITM_13,MARVELD1_11,ARL5B_40,GHITM_10,SCAF8_40,ARL5B_49,MARVELD1_23,ARL5B_17,EIF2S2_2,ARL5B_8,SCAF8_2,MARVELD1_17,GHITM_15,ARL5B_13,MARVELD1_14,SCAF8_20,GHITM_20,ARL5B_30,MARVELD1_16,MARVELD1_4,ARL5B_6,NEFH_19,GHITM_6,SCAF8_37,SCAF8_5,EIF2S2_17,SCAF8_28,SCAF8_12,cell
296,0,5,0,5,2,0,5,5,7,4,4,8,20,2,3,3,1,2,0,1,2,0,2,7,1,17,0,0,4,10,1,7,1,7,9,3,4,3,2,1,1,0,0,1,8,3,0,3,2,1,3,3,4,12,19,2,0,0,1,5,0,4,3,3,8,1,4,1,23,8,1,0,2,0,1,1,8,5,0,1,5,33,27,2,8,20,4,0,3,1,6,19,3,4,2,1,3,2,0,2,0,12,0,2,2,9,1,0,1,27,9,2,6,21,0,5,7,1,12,3,1,1,6,2,0,3,0,5,7,37,1,4,0,4,4,3,5,1,22,3,15,4,2,3,4,1,4,0,18,27,0,17,2,0,6,0,5,0,0,0,53,5,1,0,29,0,4,8,3,3,3,12,0,6,8,3,1,0,7,0,4,5,1,7,5,3,13,14,1,2,2,7,0,24,1,3,44,6,9,H7G1C4
297,1,2,0,2,0,2,3,4,1,2,3,4,14,5,12,2,3,2,0,3,1,0,5,6,9,11,0,0,2,4,4,5,0,2,1,6,5,3,2,11,1,0,2,1,0,5,0,4,0,0,0,5,8,5,22,3,0,0,0,10,1,1,1,3,4,0,6,5,23,6,5,0,7,0,7,1,14,9,2,0,0,8,13,1,3,14,3,0,3,0,0,24,0,4,4,0,2,4,1,5,0,17,1,1,5,7,3,0,3,19,8,0,1,21,5,1,3,6,17,3,5,3,0,3,0,7,2,13,2,19,1,5,0,4,7,2,1,0,17,2,10,4,3,6,3,2,10,0,15,24,1,4,7,0,1,0,2,0,0,2,19,5,0,0,10,0,1,10,6,3,0,14,1,6,13,1,0,0,2,0,6,1,4,8,5,1,2,9,3,3,3,2,0,14,4,1,14,4,6,D8D3C4
298,6,32,1,13,6,0,21,7,29,10,16,19,72,10,23,6,20,3,0,27,13,0,12,8,24,17,0,0,5,17,7,12,1,16,17,15,32,12,3,9,4,0,7,6,5,16,2,13,13,1,2,6,9,12,89,7,0,0,0,24,15,9,14,19,15,1,15,9,81,23,20,8,12,0,56,14,34,28,9,6,24,34,69,11,25,51,11,13,21,3,24,39,6,11,22,5,18,20,11,25,1,33,3,4,21,15,9,9,9,37,55,5,11,83,6,26,16,10,44,18,9,7,6,3,0,27,7,29,21,108,1,28,1,17,23,10,36,2,81,20,36,20,12,24,13,15,12,1,41,93,3,32,20,0,27,1,11,8,21,4,114,10,10,2,43,1,0,17,13,20,6,34,5,16,23,15,9,4,20,3,10,36,3,30,20,12,25,47,9,11,2,16,0,57,23,23,119,27,21,F8G5D4
299,31,41,5,97,12,8,116,59,86,89,83,85,169,101,87,27,99,14,0,87,73,3,102,80,97,164,2,0,50,86,73,73,6,55,92,118,108,52,3,95,3,4,23,22,10,46,11,69,88,5,8,82,71,47,182,32,0,0,3,92,10,28,45,71,83,1,129,71,193,56,83,23,73,0,46,24,200,77,69,9,86,138,175,41,104,166,55,54,70,2,103,210,25,62,80,7,41,85,2,28,5,163,16,38,84,81,30,12,30,269,69,12,64,186,22,75,88,47,170,104,47,23,10,37,0,102,10,143,92,256,7,98,1,69,82,34,118,2,174,75,193,101,29,91,53,46,77,2,254,195,17,149,88,3,94,5,88,73,17,6,282,71,14,0,237,18,34,101,87,77,21,161,28,86,167,73,41,5,119,6,81,80,38,187,152,29,73,220,51,27,17,97,2,231,73,57,215,73,74,E8H6E4
300,0,4,0,1,2,0,5,2,7,6,0,4,4,1,3,0,4,0,0,1,1,0,3,2,4,10,0,0,0,3,5,1,0,2,0,3,4,3,1,0,0,0,2,0,0,2,0,5,1,0,0,2,5,4,13,1,0,0,0,3,0,2,1,4,5,0,0,0,15,4,0,3,0,2,3,1,4,3,2,0,4,7,9,3,3,18,0,1,4,0,1,13,1,0,0,0,3,3,0,2,0,8,3,1,2,2,3,6,2,5,7,3,1,15,0,1,4,1,8,6,3,0,0,0,0,0,0,4,8,15,1,1,0,0,3,2,8,0,8,7,9,4,4,1,1,1,0,0,8,13,0,6,0,0,5,0,1,1,1,0,11,4,0,0,1,6,1,1,4,0,6,12,0,1,9,3,1,0,0,1,1,1,2,9,5,2,6,12,1,0,0,0,2,10,3,5,6,0,2,F11D4H4
301,0,5,0,8,0,1,6,2,4,4,1,8,20,2,2,1,2,1,0,6,5,0,1,2,0,6,0,0,2,5,3,5,0,4,4,2,5,3,0,2,1,0,0,0,1,0,0,4,1,0,0,2,2,1,16,1,0,0,0,6,0,3,1,2,3,0,3,4,16,2,2,1,4,0,1,1,4,4,1,0,0,8,16,1,1,14,1,2,0,0,2,14,1,5,0,0,1,2,0,2,0,2,1,0,4,4,2,0,0,3,5,1,2,13,2,5,4,1,10,3,3,1,0,1,0,7,0,4,6,21,0,4,0,4,6,2,3,0,3,5,8,1,2,1,3,3,2,0,16,13,0,8,8,0,2,0,2,0,0,0,16,1,1,0,4,1,0,2,2,7,1,5,2,0,11,2,0,0,4,0,1,1,3,3,3,4,4,2,0,2,1,4,0,9,6,1,12,2,5,A12E1F4
302,0,0,0,1,0,1,0,1,2,3,1,0,8,0,2,1,0,2,0,1,1,1,0,0,1,3,0,0,1,4,0,0,0,2,0,1,1,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,1,3,7,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,2,1,0,0,0,0,3,3,2,2,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,3,0,0,1,2,0,0,0,4,3,1,0,3,1,2,3,1,1,1,1,1,0,0,0,0,0,4,0,6,0,0,0,1,2,0,1,0,3,4,2,2,2,0,1,4,1,0,4,3,0,1,1,0,1,0,1,0,0,0,3,1,1,0,5,0,0,2,2,1,3,2,0,0,1,0,0,1,1,0,1,1,0,2,2,0,0,3,0,0,0,0,0,0,0,2,10,1,4,E11H2F4
303,0,0,0,0,0,0,3,1,4,1,2,3,12,2,2,1,2,1,0,2,0,0,2,1,3,11,0,0,3,1,3,0,1,0,2,1,7,2,0,1,1,0,1,0,2,1,0,0,2,1,0,1,3,2,15,1,0,0,0,4,1,0,2,1,3,0,1,1,12,1,1,1,0,0,1,0,6,0,0,0,1,1,3,1,1,9,0,3,2,0,4,3,0,2,0,0,1,1,0,0,0,4,1,1,2,0,3,0,1,3,3,0,2,11,1,4,6,2,6,2,1,4,4,0,0,4,0,6,7,12,0,1,0,2,2,1,3,0,6,0,5,3,1,0,7,2,1,0,5,9,0,2,0,0,2,0,1,2,0,1,21,4,0,0,13,0,1,1,0,1,2,2,2,1,5,5,0,0,1,1,2,6,2,4,1,0,1,6,1,0,3,3,1,9,0,1,14,3,2,C11B6E4
304,5,1,0,8,2,0,12,7,26,8,13,13,43,6,6,5,21,2,0,18,12,0,9,3,5,34,5,0,4,8,3,1,1,13,12,13,11,5,0,3,2,0,2,3,1,4,0,12,6,0,1,7,7,1,37,3,1,0,0,5,0,6,2,3,8,0,8,7,21,5,8,3,5,1,8,11,23,13,4,5,12,15,39,6,11,47,4,9,9,0,6,35,1,18,9,0,1,4,0,4,2,9,1,2,14,3,2,2,0,29,82,5,6,31,5,9,8,6,24,9,18,6,5,4,0,20,1,14,10,64,2,11,1,6,15,4,20,0,35,17,30,12,5,11,7,5,4,2,43,69,0,19,7,0,3,1,12,4,1,5,79,8,3,0,37,0,2,11,6,6,25,16,3,5,17,8,1,3,8,2,7,11,8,11,9,2,7,37,3,4,5,14,13,40,9,10,49,14,6,H8D6H4
305,0,2,0,4,0,0,5,1,9,5,5,2,17,1,1,1,3,0,0,3,1,0,3,0,8,12,0,0,2,7,3,3,0,1,3,1,2,3,0,5,0,0,7,2,1,2,0,3,8,0,1,2,3,1,20,0,0,0,0,5,1,2,1,3,3,1,5,1,22,6,6,1,1,1,1,1,9,6,1,0,5,5,19,3,3,26,1,3,1,0,2,11,0,3,4,0,3,3,2,1,0,7,1,3,7,7,2,0,1,8,11,0,4,23,0,4,5,0,7,4,1,1,0,3,0,3,1,9,3,25,0,2,1,2,5,3,7,0,24,2,14,4,4,2,2,0,3,0,19,21,0,5,7,0,3,0,3,2,2,0,29,0,0,0,10,1,1,3,5,3,3,3,5,0,7,2,0,0,8,0,1,3,4,12,6,0,8,14,6,0,1,5,2,17,1,0,26,2,7,H8F5B4
306,3,5,1,2,1,3,13,4,8,8,12,11,44,8,2,12,10,1,0,9,7,1,9,2,10,43,0,0,4,5,2,3,1,5,3,10,3,5,3,3,3,1,3,1,2,1,0,5,5,4,1,9,8,4,63,3,0,0,2,7,4,5,3,1,10,1,3,8,37,4,7,0,4,0,11,4,25,6,7,0,11,11,32,4,13,36,0,12,0,0,20,38,4,13,5,2,10,7,0,11,0,24,2,5,6,2,6,1,3,33,10,2,2,39,2,8,12,6,31,8,6,3,1,1,0,12,0,16,10,72,4,7,0,0,13,2,7,1,39,8,39,12,3,1,13,5,3,1,37,40,1,23,4,1,12,0,2,3,0,1,57,0,7,0,13,3,3,9,6,10,8,27,3,8,25,11,2,1,10,5,5,12,9,19,17,1,8,32,2,1,2,3,0,24,8,5,64,12,15,A7B3B4
307,1,1,0,3,3,1,5,0,4,1,0,6,18,1,2,1,4,1,0,5,2,0,4,1,3,15,0,0,3,1,3,3,0,3,6,6,1,3,2,0,0,0,0,2,2,1,0,4,3,0,1,2,2,8,19,2,0,0,0,0,2,0,4,4,3,1,1,4,18,0,2,1,1,0,3,3,7,1,1,0,2,6,17,1,3,11,2,3,7,0,4,12,2,0,2,0,2,3,1,6,0,7,1,5,5,4,2,0,1,20,8,1,1,17,2,1,1,0,7,2,4,1,0,1,0,9,0,7,5,16,1,2,0,2,2,4,7,0,18,3,8,1,3,1,0,1,3,0,14,16,0,4,3,0,1,0,4,5,2,0,30,0,1,1,5,1,0,6,1,4,4,11,2,1,9,2,1,0,1,2,1,0,4,7,7,0,3,15,1,3,1,3,0,13,5,1,13,3,3,H11H6H4
308,7,12,0,5,2,1,8,2,5,9,3,9,33,6,8,8,8,3,0,10,4,0,3,6,5,14,0,0,1,7,6,5,1,8,5,6,7,4,1,4,1,0,5,4,0,3,3,7,1,0,0,6,2,8,33,3,1,1,0,5,2,2,3,6,7,1,2,2,27,9,7,7,2,0,21,9,11,6,4,1,3,15,25,4,8,26,3,6,16,2,12,26,1,9,6,1,9,7,7,19,1,20,1,1,3,7,7,2,4,25,24,0,6,36,8,13,7,9,15,6,0,8,0,2,0,9,1,8,6,41,0,8,0,6,10,1,13,0,28,16,21,7,7,9,4,10,7,1,22,26,0,25,5,0,10,1,1,7,16,1,60,5,8,1,13,3,6,6,2,10,2,11,4,7,10,5,1,1,4,0,2,16,6,8,6,12,5,18,6,10,3,8,1,25,6,1,52,11,6,F8H6A4
309,4,7,0,3,0,0,7,0,2,2,2,5,12,1,1,5,4,2,0,5,2,0,6,0,1,3,0,0,4,4,1,3,0,1,5,0,5,2,2,2,0,0,3,0,5,2,0,3,3,0,0,2,2,6,15,3,0,0,5,4,3,0,4,2,3,0,2,2,11,0,4,0,1,0,3,3,0,3,1,1,4,2,12,2,7,11,1,0,3,0,3,10,0,3,1,1,5,2,0,0,0,11,1,1,10,1,3,2,1,10,7,0,2,7,2,1,1,0,13,1,5,0,1,1,0,1,0,10,0,16,0,2,0,0,5,2,5,0,4,2,2,0,0,1,3,2,2,2,8,9,0,5,1,2,3,1,4,2,0,1,32,1,0,0,3,0,0,4,5,0,0,4,1,1,3,3,0,0,2,0,0,0,4,3,9,4,2,10,1,0,1,4,0,8,4,3,7,2,4,G7F4G4
310,5,13,2,10,2,0,10,8,29,9,11,15,48,7,3,10,23,4,0,11,15,0,18,9,18,39,8,0,9,11,9,3,0,7,16,5,12,17,6,4,1,1,5,2,3,1,3,17,9,0,0,9,7,13,45,4,0,0,0,11,1,8,13,8,14,2,10,6,43,2,10,5,10,7,12,8,22,12,8,3,6,14,51,7,23,55,12,9,7,1,20,44,4,16,10,1,6,12,2,10,0,35,4,2,9,7,7,3,4,34,130,10,4,43,6,21,14,5,32,13,10,7,1,3,0,22,3,24,12,64,3,13,2,11,17,1,28,1,44,10,26,5,12,7,14,9,7,6,49,61,0,14,17,1,12,0,7,9,6,15,79,7,6,0,35,5,2,17,12,7,58,25,4,5,31,9,3,4,11,4,15,16,15,33,11,3,13,48,6,8,3,9,35,49,14,9,60,9,15,H8B2E4
311,2,3,0,3,4,0,0,7,13,4,5,4,14,1,1,0,7,4,0,7,6,0,4,4,4,3,0,0,2,2,3,2,0,0,5,7,6,5,1,2,0,0,1,1,2,4,0,8,3,1,2,1,7,5,21,1,0,0,0,2,1,2,5,7,5,0,4,4,15,4,9,1,9,0,7,3,4,6,7,0,2,9,9,2,2,19,0,5,0,0,5,3,1,3,5,2,1,4,0,1,0,8,1,3,8,3,1,0,3,10,13,1,6,24,1,1,4,2,9,2,2,1,0,0,0,3,0,2,4,18,1,9,0,1,9,3,12,2,11,3,5,4,1,3,5,4,6,0,2,19,0,1,1,0,2,0,3,4,2,2,31,10,0,0,3,0,0,2,7,7,5,3,0,5,3,6,3,0,0,0,3,3,4,4,9,0,1,8,0,1,2,5,0,6,2,2,13,5,7,F7H4H4
312,6,20,0,22,1,1,10,18,9,10,12,7,65,16,16,9,12,3,0,4,9,0,11,14,20,71,0,0,9,10,18,19,1,8,13,15,14,6,2,10,2,0,3,13,0,10,0,17,10,1,1,14,19,9,66,5,0,0,0,14,3,2,14,14,21,2,16,17,45,11,12,1,10,0,10,5,44,3,12,1,10,11,59,9,17,44,2,9,13,1,12,66,1,10,12,1,4,16,0,8,0,33,5,6,12,15,7,5,5,74,16,1,8,52,5,7,10,7,54,20,13,5,2,10,0,7,1,31,4,68,0,7,4,10,19,4,14,0,50,11,57,16,4,10,8,6,14,0,60,63,0,39,10,2,18,0,10,10,2,3,72,8,0,0,41,3,2,19,16,17,2,47,11,15,32,14,5,1,12,4,21,12,6,47,18,5,12,74,11,7,1,16,1,53,17,5,68,10,5,B9D5F4
313,1,5,1,0,0,1,4,0,2,4,3,4,6,0,1,3,4,0,0,2,1,0,0,3,3,9,0,0,0,2,2,2,0,1,5,1,2,3,0,0,0,1,1,0,1,0,0,1,2,2,0,1,3,4,13,0,0,0,0,1,2,3,0,1,2,1,4,2,9,2,2,2,1,0,2,3,6,4,0,1,5,9,10,7,0,6,0,2,1,2,1,8,0,4,3,2,0,5,0,2,0,5,0,1,4,1,1,2,1,16,12,0,4,3,0,2,2,2,10,7,1,1,0,0,1,2,0,12,1,21,0,5,2,0,5,0,3,0,11,7,7,3,1,4,1,2,1,0,9,8,0,6,3,0,3,0,3,4,0,0,22,1,2,0,11,0,0,3,1,2,1,5,2,1,9,5,0,2,0,2,0,0,2,3,3,1,1,8,0,1,0,3,0,11,1,1,17,1,3,E10F1C4
314,2,0,0,0,6,1,3,1,7,6,2,8,17,1,3,3,9,0,0,6,2,0,5,1,7,3,0,0,1,5,4,3,2,1,1,3,5,3,0,0,0,1,0,1,2,1,0,3,3,0,1,5,1,4,12,4,0,0,0,3,4,2,0,2,3,0,0,2,15,3,1,1,2,3,4,2,10,6,0,1,1,3,11,2,7,13,0,3,5,0,4,15,1,2,0,1,4,0,0,6,0,8,1,1,7,3,2,0,0,16,13,0,0,13,1,0,6,3,6,5,1,0,0,0,0,5,0,4,1,28,1,3,0,0,4,0,6,0,16,6,7,3,5,1,2,1,3,1,5,16,0,11,5,0,2,3,2,2,0,0,16,4,0,0,9,1,0,0,2,2,5,7,2,3,4,0,2,1,9,1,3,1,2,3,4,3,2,8,4,0,5,6,0,4,0,5,15,4,4,H11A3C4
315,2,0,1,2,1,1,2,4,9,8,4,5,8,1,0,2,5,1,0,3,2,4,10,7,6,10,1,0,0,5,1,1,0,1,2,0,4,5,1,1,3,0,0,3,1,1,0,1,2,0,0,3,3,7,22,4,0,0,0,3,0,1,2,1,3,0,7,2,13,0,4,1,1,1,0,4,6,4,1,2,2,9,11,6,3,10,1,2,0,2,2,10,0,2,1,1,2,4,2,3,1,8,0,0,3,3,1,1,1,6,6,0,1,8,1,4,1,0,5,4,5,0,0,0,0,3,2,5,3,10,1,5,0,1,8,1,6,0,10,5,10,0,3,0,1,3,0,0,3,23,1,1,4,0,2,0,2,2,2,0,21,1,0,0,7,0,1,1,3,1,4,10,0,4,1,5,1,1,3,1,0,2,5,5,6,3,5,9,1,3,0,4,1,6,3,2,26,2,7,C11G4C4
316,5,0,1,4,1,0,4,1,5,4,6,5,20,3,7,4,7,2,0,8,1,0,5,7,7,22,0,0,3,2,3,2,1,2,6,3,4,5,2,4,1,1,2,1,1,3,0,1,1,0,1,5,0,22,43,2,1,0,0,0,0,3,2,0,2,0,1,4,25,1,4,4,5,0,3,4,20,1,3,0,2,19,38,3,6,20,2,2,2,0,3,11,1,4,1,1,3,3,2,3,0,13,0,2,6,3,1,0,1,24,13,5,0,22,3,5,2,4,12,5,2,1,2,0,0,6,0,12,8,31,0,6,0,5,7,8,5,0,24,3,15,2,4,2,1,2,1,0,9,27,0,12,4,0,7,0,5,3,2,1,42,1,5,0,10,0,1,11,0,6,1,4,4,3,6,4,0,1,1,2,1,1,4,9,4,1,1,11,3,4,3,7,0,21,6,3,30,3,3,A8D2H4
317,10,8,2,16,2,4,19,14,51,12,13,31,61,20,25,8,24,4,1,18,13,0,24,9,20,39,9,0,8,11,9,19,6,17,27,14,24,17,2,16,1,1,8,4,36,13,9,20,12,3,19,24,11,33,75,3,0,5,2,20,3,9,20,16,12,2,17,7,57,14,30,1,21,2,8,12,34,18,20,1,15,82,61,12,28,71,12,14,8,0,15,43,8,9,22,6,12,14,1,20,1,36,3,8,10,20,11,6,17,53,27,6,11,83,7,21,10,8,47,14,6,9,3,6,1,21,2,26,15,104,4,23,3,17,21,7,30,0,52,12,27,17,9,29,7,8,24,4,48,66,4,28,20,0,23,3,25,13,5,4,109,16,5,0,41,9,7,21,16,9,43,33,12,17,24,24,1,2,47,5,21,17,12,33,29,10,18,44,15,6,7,23,25,42,8,10,66,14,15,B10H2B4
318,6,0,1,5,2,0,7,2,4,3,3,8,12,1,1,4,10,1,0,6,2,0,5,5,3,11,0,0,0,8,4,6,1,6,12,5,9,3,2,3,0,0,3,2,0,2,0,4,2,1,1,2,3,4,18,3,0,0,1,2,1,1,3,1,8,0,5,0,17,4,0,3,3,0,3,2,13,5,2,0,5,5,15,2,10,28,2,1,2,0,4,7,0,1,5,0,2,2,0,3,0,12,4,0,5,4,2,0,4,11,5,2,1,24,4,6,6,3,8,0,3,1,3,1,0,3,3,5,3,31,1,6,0,1,6,0,8,1,24,10,14,6,8,3,4,1,2,0,7,15,0,6,9,0,7,0,4,0,0,1,37,1,0,0,14,2,2,4,2,2,4,11,6,5,7,4,0,1,7,0,7,7,3,7,11,5,3,9,3,5,1,8,0,11,7,1,24,3,8,C11E5A4
319,1,8,2,2,1,2,3,3,4,10,7,7,21,5,6,3,3,4,0,6,5,1,10,4,13,29,3,0,2,8,9,6,0,11,5,8,12,5,2,2,1,1,3,0,3,4,2,9,1,0,1,4,7,13,35,2,0,6,0,6,0,0,6,8,2,0,5,10,19,6,3,1,7,0,6,2,17,8,6,1,12,11,33,4,17,37,3,3,4,3,5,17,0,6,9,0,3,8,1,11,1,15,1,8,5,5,4,0,1,14,33,0,7,25,6,4,3,5,25,6,3,2,0,4,0,8,1,19,15,43,1,10,4,2,9,2,8,1,18,9,18,8,4,4,7,2,7,1,41,42,1,22,11,0,9,0,8,9,1,1,41,9,1,0,32,0,1,12,5,14,3,17,1,4,7,2,2,0,5,0,8,13,7,23,13,5,10,34,1,2,2,10,0,24,12,5,43,9,8,A9C2C4
320,1,5,0,2,1,1,3,0,5,4,5,5,22,2,3,2,9,2,0,5,5,0,6,5,9,16,0,0,0,5,2,0,0,4,5,7,3,1,0,3,0,0,4,1,2,0,0,3,0,1,0,3,1,6,28,5,0,0,1,3,4,0,1,3,2,0,6,2,29,4,1,0,10,0,4,2,8,3,0,1,7,6,30,3,10,18,4,5,1,0,9,26,3,3,1,1,2,1,1,2,0,8,0,1,7,1,0,1,2,23,22,1,3,23,1,5,6,2,8,0,3,1,0,6,0,0,1,6,8,36,0,8,0,1,6,5,10,0,34,5,8,4,2,3,2,0,3,0,15,33,1,11,6,0,6,0,5,3,1,0,33,3,2,0,9,1,0,5,3,1,2,7,0,0,3,1,1,1,2,4,2,3,4,10,6,2,5,20,2,4,0,2,1,11,2,5,26,8,5,D12G1H4
321,4,5,0,3,1,0,10,4,14,10,3,5,30,9,1,2,10,6,0,12,9,2,6,7,9,21,0,0,7,18,4,5,1,9,10,15,10,11,1,4,1,0,0,4,2,6,1,3,10,0,3,3,9,43,46,4,1,1,0,4,2,1,5,6,5,0,9,3,28,1,7,0,8,0,3,8,19,6,7,0,9,18,29,4,11,32,7,6,7,1,13,16,0,12,4,1,2,9,1,7,0,11,4,3,9,3,2,4,4,22,7,3,5,35,4,6,5,5,14,7,8,2,0,3,0,16,1,6,6,56,1,8,1,6,17,5,18,1,44,9,17,4,3,3,12,3,8,2,27,51,0,18,8,0,5,0,6,2,1,0,45,3,3,0,27,3,3,8,4,4,6,16,5,5,10,7,3,0,16,4,10,4,3,26,3,2,12,25,4,2,3,4,0,28,17,5,40,19,10,G12E5D4
322,0,2,0,1,1,0,2,0,2,2,0,1,4,0,1,3,4,1,0,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,5,0,0,0,0,2,0,3,0,3,0,0,0,2,6,1,0,0,0,0,0,1,4,2,1,0,3,5,7,0,2,5,2,0,2,0,1,0,0,1,0,0,3,0,0,0,0,3,0,0,1,3,1,0,0,4,4,0,0,12,0,2,2,1,1,0,1,0,0,1,0,6,0,0,2,6,0,2,0,1,1,0,1,0,7,1,2,0,1,0,1,0,3,0,6,7,0,1,0,0,3,0,0,0,1,1,7,0,0,0,3,0,0,1,1,3,1,3,0,2,6,0,0,0,0,0,2,2,2,6,0,1,2,2,1,3,0,1,0,4,1,3,2,2,5,C7H4B4
323,0,0,0,3,1,0,1,0,0,3,2,5,8,2,0,0,1,1,0,1,1,0,1,0,2,1,0,0,0,2,0,3,0,0,2,1,2,1,0,0,0,0,0,1,1,0,0,5,0,0,0,2,2,1,2,0,0,0,1,1,0,1,1,2,3,0,0,0,2,0,0,0,1,0,1,5,1,0,1,2,1,4,1,0,2,6,1,1,0,0,2,5,1,0,0,0,2,1,3,2,0,3,0,0,4,0,4,0,1,4,6,1,2,2,1,1,1,0,6,0,1,0,2,1,0,1,0,2,0,3,0,1,0,0,1,0,2,0,3,1,1,1,1,1,1,0,0,0,5,4,0,2,2,0,0,1,0,1,11,0,7,0,1,0,2,0,0,1,1,2,0,3,0,1,3,1,0,0,2,0,4,0,1,1,6,1,1,4,2,0,0,1,0,1,2,1,7,3,2,H9B5B4
324,8,13,0,6,1,0,8,1,13,3,3,7,20,0,11,2,8,2,0,5,2,0,4,2,3,14,3,0,2,6,6,7,2,4,7,9,15,2,3,5,3,0,0,6,0,0,2,7,3,0,0,2,4,6,52,4,0,0,0,6,0,6,4,2,13,5,2,3,18,1,4,1,5,0,4,2,11,3,4,5,6,7,27,5,8,15,8,3,11,0,6,14,2,5,6,0,2,5,0,3,0,4,5,1,11,4,1,1,4,35,14,2,1,10,5,6,2,2,52,9,1,4,1,2,0,8,1,10,19,21,0,7,0,6,6,4,18,0,20,5,7,7,2,4,4,2,6,0,21,25,0,9,0,0,12,1,3,6,6,0,41,2,4,1,23,4,3,5,6,7,1,8,2,0,10,7,2,2,1,1,0,2,10,8,4,4,5,23,6,1,1,6,2,7,10,2,27,1,12,B7H1D4
325,0,4,1,5,0,1,8,3,2,3,2,3,11,5,3,1,3,0,0,3,3,0,5,7,2,3,0,0,8,8,5,6,1,3,2,5,7,1,0,7,1,1,1,4,0,2,3,2,5,0,7,2,2,29,19,1,0,0,0,4,0,0,5,1,8,0,1,3,13,3,4,0,1,0,4,3,3,5,1,0,1,12,12,3,5,13,2,2,1,0,5,14,0,1,5,3,2,4,0,1,0,7,1,1,2,5,0,0,4,7,22,0,1,10,1,6,1,1,6,5,3,0,0,0,0,3,3,6,2,11,1,3,0,1,5,1,7,0,21,2,10,3,4,10,2,2,0,0,4,24,0,7,3,0,11,0,3,2,1,0,20,2,0,0,8,0,2,6,3,7,0,7,2,4,7,4,1,0,9,2,0,5,2,4,9,2,9,7,0,1,1,11,0,4,3,1,11,4,5,A8A3C4
