,MARVELD1_10,NEFH_3,NEFH_21,ARL5B_29,EIF2S2_15,MARVELD1_5,SCAF8_24,ARL5B_52,SCAF8_16,SCAF8_29,SCAF8_34,SCAF8_33,EIF2S2_16,ARL5B_9,ARL5B_15,MARVELD1_12,SCAF8_11,NEFH_8,NEFH_18,SCAF8_32,SCAF8_31,NEFH_25,SCAF8_41,ARL5B_11,SCAF8_6,GHITM_2,NEFH_24,NEFH_29,ARL5B_2,SCAF8_22,ARL5B_50,ARL5B_7,NEFH_4,SCAF8_7,SCAF8_4,ARL5B_18,ARL5B_20,NEFH_13,EIF2S2_4,ARL5B_19,EIF2S2_13,NEFH_7,SCAF8_21,MARVELD1_25,EIF2S2_19,ARL5B_38,NEFH_14,ARL5B_31,ARL5B_16,EIF2S2_7,NEFH_6,ARL5B_36,ARL5B_10,NEFH_17,EIF2S2_20,MARVELD1_20,NEFH_9,NEFH_16,NEFH_11,ARL5B_5,EIF2S2_9,MARVELD1_8,ARL5B_21,ARL5B_43,ARL5B_46,NEFH_5,ARL5B_34,ARL5B_41,EIF2S2_12,ARL5B_22,ARL5B_35,MARVELD1_3,ARL5B_14,NEFH_20,MARVELD1_18,MARVELD1_13,GHITM_18,SCAF8_8,ARL5B_47,MARVELD1_22,SCAF8_36,SCAF8_26,EIF2S2_14,MARVELD1_26,SCAF8_10,EIF2S2_5,SCAF8_44,SCAF8_3,ARL5B_24,GHITM_9,SCAF8_17,GHITM_4,EIF2S2_21,SCAF8_1,ARL5B_25,EIF2S2_11,SCAF8_18,ARL5B_42,GHITM_17,MARVELD1_19,NEFH_26,GHITM_1,MARVELD1_21,ARL5B_48,SCAF8_14,ARL5B_53,MARVELD1_9,NEFH_28,ARL5B_51,GHITM_8,MARVELD1_27,MARVELD1_15,ARL5B_44,EIF2S2_18,MARVELD1_24,SCAF8_30,SCAF8_38,SCAF8_43,GHITM_16,ARL5B_37,MARVELD1_2,MARVELD1_7,EIF2S2_1,ARL5B_39,NEFH_1,SCAF8_25,EIF2S2_3,GHITM_12,SCAF8_19,EIF2S2_24,EIF2S2_6,SCAF8_9,GHITM_19,ARL5B_4,SCAF8_39,ARL5B_3,SCAF8_35,NEFH_23,EIF2S2_22,SCAF8_42,GHITM_7,ARL5B_1,NEFH_31,ARL5B_28,SCAF8_13,SCAF8_23,ARL5B_33,NEFH_30,GHITM_11,EIF2S2_10,NEFH_12,GHITM_14,SCAF8_27,NEFH_22,GHITM_3,NEFH_2,ARL5B_27,SCAF8_15,NEFH_27,NEFH_10,EIF2S2_23,ARL5B_12,MARVELD1_6,NEFH_15,GHITM_5,MARVELD1_1,ARL5B_26,ARL5B_45,ARL5B_23,ARL5B_32,EIF2S2_8,GHITM_13,MARVELD1_11,ARL5B_40,GHITM_10,SCAF8_40,ARL5B_49,MARVELD1_23,ARL5B_17,EIF2S2_2,ARL5B_8,SCAF8_2,MARVELD1_17,GHITM_15,ARL5B_13,MARVELD1_14,SCAF8_20,GHITM_20,ARL5B_30,MARVELD1_16,MARVELD1_4,ARL5B_6,NEFH_19,GHITM_6,SCAF8_37,SCAF8_5,EIF2S2_17,SCAF8_28,SCAF8_12,cell
107,4,0,6,5,0,0,2,2,12,5,4,4,11,4,3,6,4,2,0,3,5,0,4,0,6,6,0,0,0,2,1,1,0,4,2,6,1,4,1,2,2,0,3,4,0,1,0,3,4,1,0,0,6,2,15,4,0,0,5,5,0,2,3,0,6,0,2,3,14,3,5,0,3,0,4,0,5,1,2,2,5,5,14,0,5,13,2,1,1,1,3,6,0,3,1,0,4,0,1,0,0,4,0,1,5,5,2,0,1,3,11,1,2,11,2,6,4,0,2,4,2,5,0,0,0,8,0,3,3,23,0,5,0,5,6,2,7,2,15,7,2,3,1,3,0,0,0,1,8,20,0,5,8,0,3,0,2,1,1,0,17,0,0,1,7,0,1,1,1,1,2,4,2,0,9,3,0,0,1,2,3,3,6,6,12,5,4,5,1,0,1,3,0,7,3,3,20,6,13,D11G6E4
108,17,23,8,59,8,10,44,29,49,29,34,33,146,30,30,17,48,3,0,47,25,0,30,32,42,98,2,0,24,50,21,23,6,21,46,32,34,29,2,33,3,0,16,7,9,13,2,20,19,3,4,42,22,27,210,16,0,0,2,19,9,22,21,41,33,6,47,13,126,20,23,10,15,1,29,15,94,38,14,7,40,60,136,23,38,152,27,32,26,3,34,147,3,27,24,5,19,18,2,24,0,62,10,10,28,18,39,10,8,127,111,18,30,180,22,26,17,18,111,32,31,25,1,16,0,43,10,85,24,213,4,37,5,21,55,7,50,2,158,49,114,17,15,24,20,18,21,2,138,153,3,74,49,37,50,0,27,18,10,5,238,28,16,1,114,16,21,27,34,38,9,75,16,27,83,32,8,5,29,11,24,29,23,92,48,28,43,119,22,11,12,43,0,126,34,28,171,46,48,A10E2G4
109,7,5,0,1,0,2,5,3,4,6,5,16,8,1,3,4,8,2,0,1,3,0,5,5,2,8,0,0,3,3,2,1,0,1,2,1,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,4,18,3,0,0,0,0,2,1,1,4,2,0,2,1,12,1,1,3,3,0,10,3,7,5,0,4,3,9,17,0,3,9,0,0,7,0,2,12,6,2,3,0,3,0,1,7,0,3,6,3,2,0,2,0,1,16,12,0,4,12,1,3,2,1,18,3,3,7,0,1,0,3,1,4,0,21,0,7,0,2,8,2,8,0,9,2,15,3,4,7,1,4,3,0,12,22,0,8,4,0,3,0,1,4,3,3,25,1,0,0,8,1,1,3,0,5,1,4,3,4,10,5,1,0,4,0,1,2,5,6,2,0,6,14,4,0,1,4,1,16,6,3,21,2,2,F8C3H4
110,13,11,4,12,6,3,28,22,33,30,23,33,100,23,25,9,28,9,0,36,25,1,31,19,27,65,3,0,22,33,36,6,1,23,26,26,17,23,4,27,2,3,10,7,7,27,3,10,30,3,28,18,29,179,129,11,0,0,0,21,7,8,16,19,21,2,28,12,110,13,22,9,19,1,11,11,55,25,17,11,21,103,135,18,40,128,12,19,18,1,39,68,7,21,26,7,15,13,5,23,1,51,14,10,34,13,8,1,11,73,68,7,22,133,5,32,17,9,50,20,21,6,11,14,0,29,6,45,31,144,6,11,0,22,26,5,45,5,89,36,65,32,9,30,29,16,17,0,79,107,10,49,37,1,27,2,16,34,11,2,173,11,7,1,81,12,7,37,27,16,8,44,8,13,45,38,9,7,49,11,18,30,14,63,35,25,26,97,11,17,5,22,4,72,31,22,133,26,27,A8H5C4
111,1,4,0,1,1,0,1,0,2,2,0,1,11,3,0,0,3,0,0,2,0,0,0,2,1,9,0,0,0,0,1,0,0,2,1,3,4,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2,1,4,8,1,0,0,0,6,0,4,1,0,4,0,3,2,13,0,0,0,2,0,4,1,4,2,0,0,0,6,7,2,5,8,2,2,2,1,5,10,0,0,0,0,1,1,0,3,1,4,1,0,2,0,3,1,0,8,6,0,2,10,1,2,1,0,2,3,2,0,0,0,0,2,1,4,3,10,0,0,0,0,4,1,2,0,10,1,4,1,1,1,2,1,0,0,3,4,0,4,3,0,6,0,1,1,0,0,10,2,1,0,5,2,1,0,2,2,0,1,1,2,3,2,0,1,8,0,0,3,2,1,4,1,3,11,2,0,1,4,0,4,3,3,11,2,1,H7D4C4
112,5,0,2,0,0,0,1,2,2,4,1,5,11,2,1,0,2,2,0,2,4,0,1,2,4,6,2,0,2,2,1,2,2,2,0,0,1,0,0,3,0,0,1,0,5,1,1,2,0,0,3,4,0,2,20,2,0,0,0,2,1,0,2,1,4,0,0,0,17,1,3,0,1,1,2,0,5,3,0,1,2,13,14,3,6,16,1,0,0,0,3,3,1,2,2,0,0,1,0,1,0,4,1,1,3,0,0,2,0,5,8,1,0,12,2,6,2,2,10,0,1,2,0,1,0,3,0,7,3,16,0,4,0,2,1,1,7,0,16,5,3,2,1,1,0,5,2,0,1,16,1,1,2,0,4,0,0,4,1,1,10,1,1,0,6,1,0,3,5,4,7,3,1,2,4,2,1,2,6,0,1,1,2,5,3,3,4,4,0,3,2,4,2,10,3,3,17,1,5,B10A6A4
113,16,19,2,17,7,6,18,13,42,23,17,29,58,14,27,6,21,5,0,22,22,0,26,13,24,63,20,0,8,20,22,11,4,31,20,15,27,20,3,23,4,7,6,3,2,17,3,59,9,6,2,21,19,9,104,12,0,1,0,15,7,10,10,8,21,1,18,9,75,9,8,2,18,2,23,11,33,24,11,3,12,36,95,23,20,100,6,18,5,0,28,70,13,16,24,9,18,29,1,27,0,46,4,10,34,14,12,2,10,66,31,6,11,93,13,27,15,5,60,21,9,5,7,2,0,60,9,43,17,112,6,33,11,19,32,10,28,2,80,33,66,21,3,16,21,7,23,8,51,102,3,46,28,0,15,3,23,17,42,5,142,14,16,2,62,5,4,22,21,31,15,55,8,11,46,19,19,9,24,3,20,32,18,42,25,13,21,64,9,14,7,22,28,58,24,18,108,28,26,H10G5G4
114,9,11,1,9,2,1,27,5,15,19,8,16,44,14,11,6,22,1,0,20,17,0,14,16,20,42,1,0,5,20,16,10,0,16,17,24,18,5,2,10,1,0,8,2,5,6,2,9,6,2,7,11,15,9,66,8,2,0,0,14,0,3,10,9,21,1,13,15,69,14,11,6,11,0,9,7,29,16,7,1,15,21,62,7,20,55,6,13,12,0,19,50,2,17,15,1,12,15,1,4,0,24,4,6,16,5,4,1,15,66,18,5,11,81,6,18,10,5,32,15,9,3,2,4,0,27,1,21,20,98,4,36,0,9,18,1,22,0,46,21,36,23,5,8,18,7,11,1,68,71,1,30,33,2,18,0,21,7,4,1,117,12,5,0,46,2,3,23,11,14,4,25,1,11,24,12,8,3,30,1,6,16,9,24,18,9,12,49,9,5,8,17,1,68,12,19,81,16,13,E12G3F4
115,3,10,4,14,4,3,12,5,32,10,9,11,37,13,16,3,11,1,0,27,8,0,13,4,12,32,0,0,11,10,7,6,2,7,9,14,16,16,3,8,0,4,7,1,7,8,2,6,18,1,2,12,11,5,63,4,0,0,0,11,2,10,11,3,10,4,13,19,36,9,5,3,26,0,8,5,25,8,6,9,13,15,42,7,27,42,6,7,2,0,31,39,7,8,11,3,9,8,3,4,0,19,3,5,12,14,7,7,4,39,13,1,3,60,8,11,16,5,39,12,12,5,2,1,0,18,0,7,12,54,5,12,0,14,11,4,41,1,44,21,29,12,9,10,16,7,11,0,36,62,3,19,10,6,17,0,16,7,20,17,98,14,4,0,35,4,6,10,12,15,5,26,1,7,24,12,1,1,11,2,12,12,8,16,23,8,10,37,8,5,2,27,0,31,8,6,64,16,10,G7E6F4
116,0,4,8,3,0,1,1,1,13,2,7,3,13,2,4,0,3,1,0,2,3,0,2,2,1,11,0,0,2,2,1,1,0,1,6,5,10,3,0,1,1,1,2,0,0,1,0,0,1,0,0,1,0,33,16,0,0,0,1,2,0,1,2,0,2,0,2,2,7,2,3,1,3,2,1,7,12,1,2,0,1,3,10,0,10,15,2,2,1,0,3,8,12,2,1,0,2,3,0,5,0,7,0,0,5,2,2,1,0,12,16,0,3,13,0,3,2,1,11,3,0,0,2,0,0,4,0,7,3,7,0,6,0,2,3,0,6,0,14,3,12,8,3,1,1,2,2,0,13,11,1,4,0,0,10,0,2,2,0,0,14,2,1,0,16,0,3,2,7,1,3,7,0,1,3,5,1,0,2,0,0,7,1,3,14,1,2,7,1,2,0,7,0,14,2,1,16,2,7,C9G1G4
117,2,3,2,5,0,4,7,1,6,5,4,9,22,4,5,9,8,1,0,9,2,1,7,2,7,25,5,0,8,10,5,7,1,8,7,4,13,4,2,3,6,1,1,1,1,3,0,2,6,0,1,4,19,9,29,4,0,0,0,3,0,4,8,1,9,1,6,4,16,2,3,3,5,3,2,2,10,8,2,0,7,9,24,6,12,24,3,10,8,0,9,17,2,4,6,2,2,4,0,2,0,14,0,1,7,4,3,0,3,12,11,5,2,32,8,6,6,3,18,6,6,4,0,2,0,10,0,12,5,30,5,14,5,4,7,3,8,0,19,5,29,7,4,5,3,5,5,4,18,30,0,11,9,0,14,1,6,8,1,2,42,3,2,0,19,3,7,10,3,4,39,16,2,8,39,8,1,1,10,1,11,4,5,18,17,2,4,20,3,5,8,3,16,17,9,4,26,11,45,D7E3H4
118,1,17,2,8,1,1,5,10,13,7,4,10,31,8,7,4,4,3,0,7,7,0,10,9,11,28,4,0,8,17,9,15,1,4,7,52,12,7,1,9,1,0,3,0,0,8,0,11,25,2,6,4,16,162,41,6,4,0,0,7,1,4,5,6,16,4,10,7,23,5,14,3,5,0,12,5,28,5,7,0,7,31,33,10,18,46,4,6,2,2,18,29,14,12,8,1,3,5,0,4,0,14,1,8,13,3,6,5,5,44,24,1,7,46,3,7,6,4,21,10,8,5,0,3,0,3,2,20,11,30,0,14,1,7,8,7,8,0,23,4,34,16,5,4,8,11,12,0,28,38,1,15,6,1,6,1,10,7,5,1,48,9,0,0,30,3,5,17,5,15,24,24,9,5,15,10,4,2,7,1,11,5,9,17,12,2,14,42,9,3,4,15,0,25,6,3,42,6,8,G12H5G4
119,1,5,2,13,2,3,13,4,12,19,11,11,34,10,9,5,15,1,0,9,4,0,12,12,7,20,0,0,5,8,7,6,2,9,18,12,12,8,1,8,3,0,7,1,0,9,2,8,5,0,1,5,11,6,41,4,0,0,0,5,1,0,6,11,7,2,8,4,31,6,4,1,2,0,9,2,15,9,10,3,3,15,31,4,7,40,9,6,6,0,16,29,0,8,10,1,5,5,0,6,0,15,0,1,3,12,5,0,1,30,17,4,7,34,4,7,7,4,17,3,5,1,3,4,0,9,2,17,5,30,0,13,1,8,7,7,15,0,26,6,21,5,7,7,6,3,14,0,19,20,1,14,11,0,12,1,10,8,1,1,37,4,0,0,29,0,5,3,11,7,3,16,3,5,15,3,1,0,5,2,4,4,9,16,17,2,12,16,2,5,2,3,0,27,10,5,39,7,6,A12H5D4
120,7,1,2,1,1,2,6,2,2,1,3,7,16,3,4,1,2,1,0,4,4,0,2,7,0,7,3,0,0,5,2,3,0,3,6,4,4,1,1,2,5,0,1,1,0,5,1,1,3,0,0,6,17,3,13,1,0,0,0,1,0,1,3,0,1,0,2,1,22,1,0,2,2,0,6,2,13,3,3,3,3,7,17,7,8,21,0,1,1,1,7,17,0,1,3,1,2,2,0,2,0,4,2,0,3,3,4,1,5,15,9,4,2,26,1,1,1,0,5,1,8,0,2,2,0,4,0,7,7,22,0,10,1,2,3,2,5,0,20,7,6,4,1,2,4,1,5,1,19,25,0,8,4,0,1,0,1,5,0,0,45,1,1,0,16,0,2,2,4,2,33,10,0,2,13,10,5,1,4,0,2,3,3,8,4,4,8,8,2,5,0,2,6,14,5,2,13,0,12,D7A5A4
121,0,1,0,1,0,0,2,1,4,5,2,6,11,1,0,0,6,1,0,7,3,0,3,0,3,3,0,0,0,3,0,1,0,4,4,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,6,13,0,0,0,0,1,1,1,0,0,2,0,1,0,18,2,0,1,1,0,2,1,1,3,2,0,2,7,15,0,6,9,3,4,0,0,6,2,0,2,2,0,3,1,0,1,0,3,0,3,7,2,0,1,0,6,4,0,1,6,1,1,4,5,5,1,1,0,0,0,0,13,0,3,2,15,0,9,0,0,4,3,4,1,11,2,3,1,2,1,4,2,1,0,2,11,0,0,3,0,1,0,1,3,1,1,19,1,0,0,2,0,0,4,1,1,0,4,1,1,1,3,0,1,0,0,0,1,1,6,2,0,5,5,1,1,0,4,0,1,4,7,13,5,5,A8F1F4
122,1,0,0,1,0,0,1,0,1,0,1,3,3,1,2,0,2,1,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,2,3,6,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,2,0,2,0,0,3,3,1,0,0,0,4,7,0,0,2,1,2,2,0,1,3,1,1,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,5,0,1,5,0,0,0,0,2,1,3,1,0,0,0,1,0,3,0,6,0,1,0,0,1,0,0,0,7,0,2,1,2,0,0,0,1,0,8,3,0,2,0,0,0,0,1,0,4,0,7,0,2,0,3,1,0,3,1,0,0,2,0,1,2,1,1,0,2,0,1,0,0,2,1,2,0,3,0,0,0,1,0,2,1,0,10,2,2,G9C5F4
123,12,9,1,26,1,4,18,14,16,23,16,14,66,16,10,16,21,3,0,19,12,2,14,10,15,49,0,0,10,13,13,14,1,13,16,19,36,11,1,17,3,0,5,6,1,11,6,15,16,3,2,13,18,26,96,9,0,0,1,25,2,5,10,14,11,1,27,11,74,19,9,11,11,0,20,15,20,26,8,2,19,39,82,18,15,64,11,17,9,1,23,64,9,16,19,8,7,12,0,9,0,44,3,5,20,13,12,0,5,63,25,7,13,86,11,17,9,4,51,19,18,7,0,4,0,24,6,40,15,124,2,26,2,20,21,2,39,1,67,20,60,26,5,15,13,13,16,1,56,86,1,51,24,2,37,0,14,8,2,0,125,21,7,0,68,9,20,16,25,30,7,42,8,6,35,16,9,3,26,5,32,23,16,46,23,13,16,83,8,10,4,16,0,68,16,18,95,22,15,C12F4G4
124,0,2,2,0,0,1,1,1,2,0,1,0,10,2,1,1,2,0,0,5,0,1,0,1,0,6,0,0,0,0,0,1,0,1,0,1,5,2,0,3,1,0,0,0,0,1,0,1,0,0,1,2,1,2,7,0,0,1,1,0,1,2,2,2,1,0,2,1,7,1,1,0,1,0,0,2,2,0,1,0,4,3,6,2,0,4,1,0,3,0,1,5,0,3,2,0,4,2,0,2,0,5,1,2,4,0,2,3,0,0,5,0,0,5,0,1,2,0,2,1,0,0,1,0,0,0,0,2,1,14,0,0,0,3,2,0,3,0,7,7,3,2,3,1,2,1,0,0,5,6,0,1,0,0,2,0,2,0,0,0,8,0,0,0,5,0,0,3,1,3,0,2,0,1,1,1,0,0,2,0,1,1,2,1,4,0,2,3,2,0,0,2,0,3,1,0,17,1,3,D9C2F4
125,6,4,14,10,4,6,9,4,17,12,10,10,28,6,9,7,7,5,1,4,6,0,6,5,12,25,2,0,8,16,8,3,1,13,9,11,8,3,3,9,0,0,3,2,7,8,5,6,12,1,4,14,14,9,55,7,1,3,2,3,4,5,5,11,9,2,15,7,31,11,5,6,6,2,8,9,29,21,4,1,11,50,49,6,21,30,3,7,7,0,15,20,3,7,11,2,4,10,1,8,0,16,0,1,9,8,6,10,1,37,30,3,5,54,8,8,9,2,19,11,14,3,0,2,0,5,2,13,8,52,2,5,0,7,9,4,11,0,26,26,25,13,7,9,7,5,9,0,27,29,0,15,14,1,13,0,7,6,1,1,60,3,3,0,40,8,3,15,7,7,1,17,0,4,23,9,4,2,11,0,6,3,9,17,17,8,2,19,8,4,2,11,5,23,10,8,83,20,11,D9F6C4
126,0,3,0,1,0,0,7,2,1,3,0,5,4,0,2,2,1,1,0,2,1,0,0,2,3,7,0,0,1,3,1,1,1,1,2,1,1,1,0,0,2,1,0,3,0,1,0,1,2,0,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,2,2,3,5,0,0,5,5,6,0,1,4,3,0,2,0,0,4,0,4,3,0,1,0,0,0,0,0,0,1,1,2,0,0,3,5,11,0,0,5,2,1,1,0,4,5,1,0,0,0,0,13,0,3,4,11,0,5,0,2,3,0,4,0,5,1,2,2,1,0,1,4,0,0,9,14,0,1,6,0,0,0,2,1,0,2,21,0,1,0,5,0,2,2,0,1,5,2,1,0,3,0,2,0,1,0,0,5,2,5,5,1,0,5,2,1,0,1,0,9,3,3,13,1,2,C7H4G4
127,9,13,1,4,0,2,8,6,13,6,5,4,26,0,4,7,10,1,0,8,4,0,9,4,14,16,1,0,4,11,7,5,1,2,3,13,9,10,1,12,2,0,4,0,9,4,5,5,4,1,0,6,10,8,48,5,0,0,4,12,1,8,3,9,4,4,6,6,23,6,3,2,7,0,4,3,13,2,5,8,11,13,38,9,12,23,4,7,7,3,4,21,2,6,12,5,8,7,0,7,0,22,8,4,5,8,2,4,2,23,24,3,3,51,2,6,3,11,28,2,8,0,3,3,0,21,3,17,6,43,2,9,0,6,12,3,13,1,25,7,24,8,4,16,10,6,7,0,32,25,1,16,8,0,16,2,7,7,3,4,53,8,0,0,33,3,4,7,8,8,0,26,1,6,13,9,3,1,7,1,3,6,5,20,12,3,13,33,3,11,5,16,0,26,8,5,47,6,7,G7G2G4
128,1,3,0,0,2,0,4,0,0,1,3,0,3,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,2,0,0,0,0,4,4,1,0,0,1,0,0,0,0,0,0,2,4,2,0,2,0,0,16,6,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,25,2,0,0,2,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,4,6,1,0,1,6,0,1,0,0,2,2,1,0,0,3,0,1,0,2,1,6,0,1,0,0,3,2,1,0,3,3,2,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,2,5,0,0,0,7,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,5,3,1,2,0,0,2,6,0,0,0,1,0,4,4,1,7,1,4,H7D5B4
129,2,1,1,6,1,0,8,7,11,10,8,13,27,4,11,5,14,3,0,11,9,3,14,7,22,28,4,0,9,7,8,4,2,8,8,8,5,12,4,7,2,1,6,2,0,9,2,8,9,1,1,8,11,12,49,1,0,0,0,9,1,2,9,1,12,1,15,7,46,4,6,2,6,4,9,2,21,6,18,0,5,21,35,1,14,32,6,8,5,0,5,41,4,10,3,1,4,20,1,4,0,26,1,1,12,13,4,2,2,33,36,4,1,57,5,22,8,4,26,6,7,1,3,4,0,9,0,23,10,58,4,12,2,12,10,3,20,0,37,6,26,3,8,7,12,7,8,2,40,44,1,20,12,0,12,0,9,8,0,1,59,6,4,0,33,3,3,6,4,8,15,20,4,4,20,12,3,2,14,3,7,11,4,24,13,1,13,44,4,4,1,6,15,32,8,7,54,12,15,F11D6C4
130,1,5,0,8,2,0,5,6,8,11,11,9,21,9,9,3,10,3,0,5,5,0,3,6,11,26,3,0,7,4,4,2,0,9,4,4,9,4,2,4,1,1,3,0,0,5,1,4,7,0,0,6,6,11,37,9,0,0,0,3,3,4,4,2,3,4,6,7,20,3,6,0,4,2,3,7,23,15,2,2,4,18,26,1,12,34,6,4,6,0,5,17,0,3,4,2,3,8,2,65,0,24,3,6,11,10,0,1,8,29,28,2,11,29,5,14,4,1,16,7,11,0,5,3,7,32,5,17,8,39,1,6,11,8,4,2,13,3,30,11,18,8,9,2,6,6,20,3,13,43,0,8,5,1,5,15,6,2,0,4,44,5,6,0,18,1,2,12,8,10,10,15,3,5,8,15,18,3,8,6,8,1,3,12,7,3,4,35,2,3,1,6,0,27,3,3,38,12,7,D10H5C4
131,0,2,1,1,1,0,1,2,2,2,3,4,9,2,3,3,4,1,0,3,2,0,4,3,6,3,0,0,1,1,0,4,0,1,0,4,2,2,1,2,0,0,0,0,0,3,0,2,1,0,0,1,1,1,18,1,0,0,0,2,0,0,1,3,2,0,2,1,8,0,1,0,3,0,2,1,2,4,0,0,2,3,9,2,1,10,2,2,4,0,4,4,0,3,4,0,2,2,0,0,0,3,0,1,1,3,2,0,1,4,5,0,3,10,2,6,3,6,2,1,1,0,1,0,0,3,0,4,3,12,1,3,0,3,3,2,4,0,9,1,3,0,2,0,0,0,0,0,7,6,0,7,0,1,1,0,3,3,2,0,15,4,0,0,5,0,1,3,4,1,1,3,0,0,3,2,2,0,0,0,2,4,0,2,6,0,2,10,0,1,0,1,0,7,4,1,4,4,5,F8H5F4
132,3,3,1,5,5,0,6,1,8,4,3,2,21,9,4,3,4,3,0,3,7,0,3,3,5,14,2,0,0,3,3,5,0,0,4,5,5,4,0,6,0,0,2,3,1,3,0,4,5,1,0,2,5,6,25,6,0,0,0,2,1,4,6,3,6,0,5,6,11,5,4,1,2,0,8,0,13,7,2,2,4,4,17,3,10,13,1,2,2,0,5,18,1,4,3,0,5,10,0,2,0,6,0,2,0,9,4,1,2,11,7,3,1,20,0,5,6,4,4,6,3,2,0,2,1,5,1,6,7,25,1,5,0,6,8,2,2,0,24,6,9,5,3,3,7,0,7,0,14,14,0,15,4,0,7,0,3,5,0,2,25,5,0,0,18,1,1,11,4,5,0,9,0,5,12,4,0,2,1,1,1,8,2,6,18,0,3,13,5,2,1,9,1,4,6,7,25,6,7,B8H4F4
133,4,7,3,9,0,1,3,4,10,7,11,5,27,1,12,4,4,1,0,2,4,0,9,4,11,25,0,0,8,6,5,6,1,4,4,8,16,7,2,6,1,0,0,6,1,3,1,4,5,1,0,8,9,5,64,5,0,0,0,7,2,5,2,4,8,4,9,7,21,7,10,1,10,1,4,4,16,6,6,1,4,20,28,4,13,28,2,4,7,0,3,33,4,7,6,1,1,2,1,6,0,16,5,1,4,5,8,1,7,33,21,0,4,32,3,2,1,4,42,3,3,3,2,1,0,7,2,11,11,47,0,6,1,7,9,6,11,0,27,6,25,6,4,7,6,7,5,0,22,23,1,14,6,0,24,3,7,5,2,1,40,3,2,0,24,1,3,19,10,6,7,20,5,3,16,3,2,1,3,2,8,4,7,23,17,3,6,31,5,3,3,6,0,34,4,11,29,2,9,B9B6A4
134,13,5,29,9,3,4,11,4,7,16,13,7,25,10,6,11,8,2,2,11,13,0,10,10,13,17,0,0,3,12,6,7,0,7,2,11,12,8,5,6,3,0,6,4,47,5,8,32,7,0,11,5,12,9,34,2,2,13,0,5,2,8,11,7,11,0,7,9,45,2,16,5,7,0,9,5,24,8,12,2,11,46,23,7,14,17,5,11,7,0,12,29,0,6,8,4,6,13,0,3,0,18,4,2,5,7,10,9,7,34,19,3,5,34,9,8,9,3,19,9,11,6,0,2,1,11,0,15,7,47,1,17,9,10,8,6,29,3,25,64,33,8,3,6,16,4,6,0,35,37,2,20,10,1,12,0,5,12,13,1,78,10,0,0,17,1,1,12,12,9,6,13,5,1,20,6,8,4,26,6,5,1,7,23,12,7,13,29,7,7,5,11,2,32,4,7,41,15,4,C8E3B4
135,0,5,2,6,0,0,5,1,4,6,4,2,20,4,2,1,4,2,0,4,3,0,6,3,9,20,0,0,0,5,1,3,0,3,4,3,3,1,1,1,0,0,1,0,1,0,0,3,0,2,0,0,4,7,19,0,0,0,0,1,1,2,1,1,2,2,3,3,14,1,1,1,1,0,2,3,6,6,2,1,3,5,15,0,5,26,5,5,3,0,7,9,0,6,4,1,2,3,0,3,0,10,0,0,6,4,1,0,4,4,10,0,6,17,0,5,6,2,8,1,3,0,0,1,0,6,0,12,7,21,0,8,1,4,6,2,4,0,11,5,12,3,2,3,5,1,0,0,13,40,0,2,5,0,12,0,1,2,0,2,33,3,0,0,13,0,1,7,4,0,0,4,0,0,5,1,1,0,3,0,3,8,3,4,11,0,2,9,3,0,0,9,0,11,5,8,31,5,3,E7H3H4
136,0,1,0,4,0,0,1,2,3,2,3,5,10,5,7,1,2,0,0,0,3,0,1,4,2,6,0,0,4,0,0,1,0,4,1,3,6,0,0,1,0,0,3,0,2,1,0,0,2,0,0,2,3,3,6,0,0,0,0,1,0,0,2,0,5,0,3,4,6,1,3,0,1,0,0,2,3,1,3,0,2,5,7,0,5,8,1,1,2,0,2,8,1,1,4,0,1,2,0,5,0,7,1,1,6,3,1,1,0,9,4,0,1,11,1,1,3,2,6,3,2,1,0,1,0,6,0,4,1,5,1,1,0,6,2,1,2,0,6,3,6,1,1,1,3,0,5,0,5,11,0,3,0,0,8,0,3,0,0,2,15,1,0,0,8,2,1,5,1,5,3,3,1,3,2,0,1,0,7,0,3,0,2,2,2,2,2,2,1,3,0,0,0,6,0,1,7,1,4,C7C6C4
