AURKA_1,TMPO_2,PRIM1_1,BRIP1_4,RAD51AP1_3,MCM6_1,USP1_1,PIMREG_4,KIF2C_2,TTK_3,POLD3_3,DLGAP5_3,SMC4_4,BUB1_4,ATAD2_3,CDC25C_1,CCNB2_2,HJURP_1,CLSPN_1,TPX2_4,UNG_1,RANGAP1_2,ANLN_1,CDC45_4,TYMS_2,TOP2A_3,G2E3_2,KIF23_4,GTSE1_2,FEN1_2,RPA2_1,E2F8_2,RAD51_3,USP1_4,TMPO_3,DTL_2,FEN1_4,CCNB2_4,HELLS_2,CCNE2_1,E2F8_4,NUF2_2,CENPE_1,CLSPN_2,NASP_4,MKI67_2,POLD3_1,GINS2_2,UBR7_3,MKI67_4,CDC45_1,ANLN_3,NUSAP1_2,ANLN_4,CKS1B_1,BRIP1_3,HMMR_1,BIRC5_3,UNG_3,TIPIN_4,NEK2_4,CENPA_1,NUF2_4,FEN1_3,TTK_2,UNG_4,NEK2_3,CKAP5_1,TTK_1,CHAF1B_1,CENPU_1,SMC4_2,CTCF_4,CDK1_2,ANP32E_2,ECT2_2,RPA2_3,ECT2_3,GAS2L3_1,TPX2_2,E2F8_1,TUBB4B_3,ECT2_1,NEK2_2,RFC2_2,PCNA_2,RAD51AP1_4,TIPIN_3,TOP2A_2,TUBB4B_2,GINS2_4,RANGAP1_3,KIF20B_3,RPA2_2,KIF20B_2,NCAPD2_4,NEK2_1,CENPU_2,UHRF1_2,DTL_4,G2E3_4,RRM2_2,TYMS_3,UBR7_4,TACC3_2,CDCA8_2,UNG_2,CDC6_1,LBR_3,HJURP_3,HMGB2_2,CKAP2_2,POLA1_4,HJURP_4,TIPIN_2,RANGAP1_1,CKAP2L_3,SMC4_3,SLBP_2,ATAD2_1,DTL_3,CASP8AP2_3,KIF23_2,AURKA_4,CKS2_3,CDC25C_2,KIF23_1,GTSE1_3,GTSE1_1,CENPF_2,RRM1_2,CDC45_2,CTCF_1,USP1_2,CKS1B_3,UBR7_1,MCM2_2,CCNE2_2,RRM1_3,MCM5_1,CKAP2_1,CKAP5_3,BLM_4,RAD51_1,CCNB2_3,CHAF1B_2,ATAD2_2,BUB1_2,NDC80_1,PIMREG_1,CKS1B_2,POLD3_4,ECT2_4,CDC20_3,CENPF_4,NCAPD2_3,CDCA7_1,PSRC1_1,NDC80_3,CBX5_2,G2E3_1,ATAD2_4,CDCA7_3,RAD51AP1_2,GMNN_4,HMGB2_1,CLSPN_3,RAD51_2,PCNA_4,MCM4_3,ANP32E_3,CKAP2_3,UHRF1_4,SLBP_4,TPX2_1,TMPO_1,EXO1_2,CHAF1B_4,NUSAP1_4,NASP_3,RPA2_4,CENPA_3,AURKB_1,RFC2_4,TYMS_1,RFC2_3,CKS2_2,DTL_1,CKAP5_4,CDC20_1,PSRC1_4,GINS2_1,KIF23_3,CENPE_3,GAS2L3_4,KIF2C_4,CTCF_3,AURKB_2,NUSAP1_3,GAS2L3_3,NCAPD2_2,UHRF1_1,ANLN_2,DSCC1_1,DSCC1_2,CENPA_2,HJURP_2,NUSAP1_1,PCNA_3,KIF20B_4,HMGB2_3,MCM6_2,FEN1_1,TOP2A_4,KIF11_2,CENPF_3,GTSE1_4,MCM4_1,NUF2_3,SLBP_3,G2E3_3,CASP8AP2_1,CDCA3_1,CDCA2_1,BLM_1,RANGAP1_4,MKI67_3,CKS2_1,CKAP2_4,AURKB_3,CENPF_1,GMNN_1,NUF2_1,KIF11_3,TPX2_3,MCM5_4,RRM2_3,LBR_4,WDR76_2,MCM5_3,POLA1_3,CKAP2L_4,CKAP5_2,MCM2_4,PSRC1_2,DLGAP5_1,BRIP1_1,CDC25C_3,KIF11_4,CENPU_3,NCAPD2_1,CENPA_4,CDCA2_4,CDCA2_3,MSH2_4,CDCA8_4,PSRC1_3,GMNN_3,TACC3_1,PCNA_1,TACC3_4,MCM2_3,MCM6_4,CBX5_4,RAD51_4,BUB1_3,AURKA_3,TUBB4B_1,RFC2_1,CDCA2_2,RRM1_4,PRIM1_4,SMC4_1,HELLS_1,UHRF1_3,DLGAP5_4,BLM_3,MCM6_3,HELLS_3,CCNB2_1,TACC3_3,EXO1_3,KIF2C_3,TYMS_4,CHAF1B_3,SLBP_1,RAD51AP1_1,KIF20B_1,AURKB_4,CDC6_4,WDR76_1,HMMR_4,LBR_1,POLA1_1,CDCA8_1,PRIM1_3,RRM2_1,BIRC5_1,CDK1_3,E2F8_3,CKAP2L_2,CDC25C_4,NASP_1,ANP32E_1,AURKA_2,CASP8AP2_2,CENPU_4,MKI67_1,CDC6_2,KIF2C_1,CDC6_3,CBX5_3,MCM5_2,HMGB2_4,POLD3_2,BUB1_1,EXO1_4,CKAP2L_1,RRM1_1,BIRC5_2,GINS2_3,CDK1_1,MCM2_1,TTK_4,DLGAP5_2,CASP8AP2_4,HELLS_4,EXO1_1,MSH2_2,HMMR_2,RRM2_4,MSH2_3,POLA1_2,CKS1B_4,ANP32E_4,MSH2_1,MCM4_2,TOP2A_1,BLM_2,CLSPN_4,LBR_2,NASP_2,WDR76_3,WDR76_4,CBX5_1,TMPO_4,TUBB4B_4,CENPE_4,TIPIN_1,CTCF_2,BRIP1_2,GMNN_2,CDCA7_2,PIMREG_3,PIMREG_2,HMMR_3,NDC80_2,NDC80_4,CDCA7_4,CDC45_3,KIF11_1,USP1_3,GAS2L3_2,CDC20_2,CDC20_4,CDK1_4,PRIM1_2,CENPE_2,UBR7_2,BIRC5_4,cell
2,4,1,0,0,7,7,0,3,1,0,0,0,0,2,4,4,0,1,0,5,3,7,0,3,0,3,1,2,4,5,3,0,2,10,3,0,0,7,0,0,8,0,1,0,6,1,5,0,0,4,0,1,0,5,0,1,1,0,0,0,4,0,0,1,0,1,6,5,5,0,8,0,2,16,0,3,1,1,6,4,0,4,4,3,6,0,1,4,9,0,0,0,11,1,0,7,0,7,0,0,8,0,0,3,1,2,2,0,0,11,5,0,4,10,5,0,0,4,0,0,2,2,0,5,1,0,0,0,3,7,4,3,4,0,1,8,3,0,11,2,0,0,0,1,2,1,2,0,1,6,1,0,0,0,1,13,3,0,5,1,0,0,3,0,65,0,9,0,11,1,0,0,0,14,27,2,0,0,0,0,0,2,0,1,2,7,4,1,1,1,2,1,0,0,0,2,1,0,3,7,4,0,3,4,1,1,3,0,0,0,12,2,2,1,0,2,5,0,0,0,1,2,0,0,0,0,7,1,0,2,2,5,0,0,1,0,0,3,0,0,0,5,0,1,4,1,0,0,2,1,0,2,0,0,0,0,0,2,17,0,0,1,0,0,0,0,12,1,0,2,0,1,7,0,0,0,0,1,0,1,0,1,0,0,1,4,1,0,0,1,0,2,5,0,0,7,1,0,0,3,1,9,10,6,1,0,2,5,0,1,0,5,0,1,0,0,0,9,5,0,7,8,0,2,0,1,6,5,1,1,0,3,0,0,3,10,8,0,0,11,16,0,0,9,0,0,0,2,0,3,7,5,0,2,0,1,0,0,0,3,0,2,5,0,1,0,3,1,0,B8H4F4
4,25,6,0,0,24,25,0,7,2,0,1,0,0,1,2,8,1,4,1,12,12,8,0,15,0,5,30,3,3,20,3,2,7,52,22,5,0,8,3,2,9,2,1,0,19,8,12,0,1,8,1,9,0,10,1,13,0,0,0,0,6,1,1,6,2,1,25,5,2,0,13,1,19,32,3,1,1,12,18,10,0,10,11,17,32,0,0,23,35,9,0,1,16,2,0,8,3,29,1,0,34,0,2,2,1,2,1,1,1,30,6,1,1,16,13,1,1,27,7,0,2,1,4,37,2,3,2,0,16,26,14,24,22,1,5,39,5,2,14,10,0,3,3,0,1,12,3,3,2,22,2,3,1,0,1,17,5,0,9,4,0,0,7,0,156,0,19,0,17,6,0,1,0,25,92,13,1,0,1,0,0,19,1,0,0,30,28,1,7,2,17,7,0,1,4,10,25,1,4,18,20,10,9,6,4,6,10,0,3,1,28,18,2,6,1,4,29,0,5,1,4,5,0,0,0,2,10,6,0,20,15,20,0,0,1,12,0,8,2,0,0,7,0,2,8,0,1,0,2,36,0,1,0,0,0,1,0,11,58,0,1,7,0,5,0,2,39,18,2,3,0,13,15,0,0,1,0,3,1,2,0,0,0,1,2,9,5,2,1,3,0,38,5,4,0,19,5,0,0,4,0,32,33,12,15,0,3,9,3,0,8,21,2,6,4,3,2,17,6,0,4,35,0,2,0,0,11,9,7,0,5,7,0,0,12,23,23,6,2,52,60,9,0,17,0,0,1,4,5,4,18,7,0,3,2,10,0,0,1,5,0,4,22,2,1,9,5,5,0,C9A3H4
0,10,1,0,0,2,11,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,2,5,0,0,0,1,5,0,0,0,8,10,0,0,9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,10,0,1,0,2,0,4,0,1,10,0,0,0,0,6,1,0,1,0,6,3,0,0,1,2,0,1,0,1,2,0,2,0,6,0,0,3,0,0,0,2,1,3,0,0,4,1,0,2,5,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,8,1,1,1,0,0,6,0,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0,0,1,2,0,19,0,3,0,8,1,0,0,0,1,36,2,0,0,0,0,0,0,0,0,0,3,11,0,3,1,0,5,0,0,0,0,0,0,1,4,5,3,3,1,0,2,2,0,0,0,5,3,0,1,0,0,1,0,0,0,1,2,0,0,0,0,4,0,0,6,4,1,0,0,0,0,0,3,0,0,0,1,0,0,10,1,0,0,1,2,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,8,1,0,0,0,0,5,4,0,4,0,1,0,0,0,0,4,0,0,0,0,0,1,2,0,3,4,0,1,1,0,1,4,1,0,0,1,0,0,4,7,2,0,0,4,12,3,0,6,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,5,2,D7C1C4
13,19,5,0,0,8,16,0,8,1,0,1,0,0,0,4,15,4,4,0,2,22,12,1,13,6,18,0,5,2,12,4,0,0,17,5,1,0,10,3,0,8,4,0,0,32,3,2,0,0,1,0,11,0,20,0,4,0,0,0,2,17,0,0,6,0,1,25,17,0,1,7,0,26,29,1,0,1,2,34,2,4,20,10,4,24,0,0,59,46,2,0,0,5,4,0,8,3,6,0,0,17,0,0,12,16,5,2,0,0,55,15,0,1,6,15,1,1,9,7,0,2,9,0,27,1,3,0,0,18,9,1,7,5,0,1,13,0,0,0,18,0,0,0,0,3,3,8,5,2,31,1,0,0,0,1,10,16,1,4,14,0,0,2,0,120,0,14,1,6,1,0,1,0,34,53,5,0,0,0,0,0,22,0,2,0,46,7,0,16,1,0,2,0,0,1,10,25,0,8,21,11,18,4,1,6,4,14,0,0,0,11,7,0,14,0,2,3,0,1,0,1,3,5,1,0,0,19,5,0,16,3,11,0,0,1,0,0,2,0,0,0,24,0,4,16,7,0,0,3,34,2,0,3,0,0,0,0,23,23,0,0,1,1,0,0,0,52,6,4,3,0,9,6,0,0,0,1,0,1,2,0,0,0,0,0,2,7,0,0,1,0,37,3,11,0,16,2,2,0,2,0,18,18,24,3,0,2,0,3,0,1,1,1,5,3,0,4,6,13,0,12,10,5,15,0,0,10,2,11,1,1,8,0,0,13,12,61,0,0,34,21,0,0,15,0,0,6,1,6,1,14,12,0,4,1,13,0,0,0,15,0,1,30,1,1,2,11,7,1,F11F4C4
20,91,25,1,0,119,136,0,20,3,2,3,0,2,4,9,45,15,9,0,42,73,31,2,103,3,27,8,19,37,34,14,4,3,76,57,0,0,75,10,0,38,4,16,0,57,22,49,0,1,25,1,35,0,64,1,17,0,0,2,0,23,1,1,21,4,1,53,25,7,6,72,3,68,121,4,2,2,4,64,12,1,39,31,87,98,0,2,80,132,2,0,0,56,25,0,33,3,72,2,0,122,0,9,40,15,50,11,3,4,208,50,1,2,58,39,3,4,55,20,0,1,12,0,91,7,11,2,2,48,83,35,31,68,0,18,93,17,4,79,53,3,3,1,3,5,16,19,9,15,91,2,1,3,0,2,55,14,0,59,17,5,0,34,1,410,0,65,0,65,11,1,0,2,71,233,51,0,0,0,0,0,65,10,2,1,123,63,0,39,1,11,15,0,1,0,0,68,6,29,52,69,29,46,26,13,8,36,0,2,1,119,54,2,52,1,8,133,0,2,0,14,5,10,0,0,0,60,3,0,56,50,46,0,0,2,6,1,32,2,4,0,67,0,9,31,27,3,0,5,111,1,1,4,0,0,2,0,52,259,0,1,1,0,5,1,8,163,41,3,3,1,16,36,2,0,1,0,1,6,3,0,1,1,0,9,18,25,0,3,10,0,128,33,15,3,106,3,1,1,1,0,110,133,38,28,0,5,29,8,1,11,113,12,28,18,7,10,48,29,0,26,117,0,44,3,0,42,49,28,0,10,47,0,0,61,149,78,3,1,150,190,5,1,90,0,0,0,45,18,35,92,68,0,9,3,21,0,1,3,49,0,13,59,3,2,18,28,13,1,H12G6A4
4,8,3,0,0,10,7,0,2,0,0,0,0,1,0,2,1,0,0,0,3,0,4,0,10,1,0,4,0,3,8,2,0,0,13,5,0,0,4,0,1,4,1,1,0,6,4,1,0,0,2,0,1,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,5,0,1,5,0,0,1,0,4,0,1,2,1,11,13,0,1,3,7,0,1,0,8,0,0,1,0,7,0,0,8,0,0,0,1,3,1,0,0,10,1,0,0,2,0,0,0,4,1,0,0,3,0,2,0,1,1,0,5,5,2,0,2,0,1,6,2,0,1,2,0,0,0,2,1,1,1,0,0,2,2,0,0,0,0,5,2,0,2,4,0,0,1,0,65,0,11,0,6,3,0,0,1,4,19,4,0,0,0,0,0,1,8,0,0,0,7,0,0,0,7,3,0,0,0,0,4,1,3,8,6,5,3,0,0,0,4,0,3,1,6,3,0,9,0,3,11,0,0,0,2,1,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,5,1,0,0,3,0,0,2,5,0,0,2,5,0,2,0,0,0,0,0,3,21,0,0,0,0,0,0,5,7,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,4,0,1,0,0,4,4,3,0,11,1,0,0,1,1,6,9,1,3,0,2,2,1,0,9,7,0,0,0,5,0,6,3,0,0,9,0,0,0,0,8,2,0,0,1,3,0,0,10,19,7,1,0,8,11,5,0,2,0,1,0,3,0,5,1,4,0,0,1,0,0,0,0,0,0,2,1,0,1,5,0,2,0,D11F6E4
8,24,16,1,0,27,48,0,10,1,0,3,0,2,0,6,9,0,9,0,26,15,14,1,25,1,1,26,8,16,15,10,2,0,50,25,0,0,29,2,1,9,2,2,0,30,10,14,0,1,15,0,24,4,13,0,5,1,0,1,3,6,1,0,10,1,2,27,20,9,0,23,0,49,35,1,6,0,4,19,2,2,17,23,22,33,0,0,35,34,1,1,5,29,7,0,14,8,33,0,0,31,2,1,16,8,17,11,0,0,71,30,0,2,24,12,1,0,31,6,0,6,7,1,38,2,4,1,1,13,34,6,13,21,0,6,50,2,1,34,7,0,3,1,5,5,13,3,1,1,41,3,1,0,0,1,25,9,0,6,9,0,14,10,0,132,1,22,0,24,14,0,2,0,24,109,18,7,0,0,0,0,31,0,6,1,32,22,2,32,4,4,85,0,0,4,14,39,2,10,21,26,9,12,13,12,6,9,7,0,0,31,30,2,20,1,10,15,0,4,0,3,17,3,1,0,1,17,2,0,19,12,18,0,0,2,2,2,12,1,1,1,18,3,7,11,15,1,0,3,45,1,2,8,0,0,3,0,9,91,0,3,1,0,9,0,0,35,6,2,2,0,17,37,0,0,1,3,0,2,4,0,1,0,0,2,9,13,0,2,4,0,48,19,9,1,37,4,13,0,4,0,32,30,24,13,0,5,8,0,0,4,30,0,6,6,4,0,22,7,0,15,40,0,12,0,2,20,9,19,2,2,20,0,0,29,50,29,0,0,50,77,1,0,19,0,5,0,3,7,8,34,41,0,4,1,6,0,0,0,19,0,6,16,2,0,6,7,7,14,E10E4D4
0,5,4,0,0,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,6,0,0,0,1,0,1,1,0,0,7,3,0,0,7,0,0,1,0,0,0,2,2,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,6,2,0,0,0,0,3,0,0,7,3,5,6,0,0,1,3,0,0,0,6,2,0,1,1,3,0,0,1,0,0,1,0,2,3,0,0,5,2,0,0,5,3,0,0,4,4,0,0,1,0,2,0,0,0,0,2,6,1,0,6,0,0,5,0,0,10,2,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,6,1,0,6,0,0,0,2,0,4,0,5,0,4,0,0,0,0,2,12,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,4,9,3,3,0,0,0,3,0,0,0,3,3,0,0,0,1,2,0,0,0,5,1,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,14,0,0,0,0,4,0,0,7,1,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,0,1,0,1,0,1,0,0,0,6,3,1,3,0,1,2,0,0,1,7,0,1,0,0,0,1,0,0,0,10,0,2,0,0,2,1,0,0,0,4,0,0,5,6,1,0,0,5,11,1,0,5,0,0,0,0,1,3,0,6,0,1,1,0,0,0,0,0,0,2,2,1,0,1,0,3,0,C7H1E4
1,3,0,0,0,6,9,0,1,0,0,0,1,0,0,1,3,0,2,0,5,2,1,0,4,0,0,0,1,4,2,1,0,0,9,4,0,0,10,1,1,3,1,0,0,2,1,9,0,1,1,0,3,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,4,0,5,3,0,0,0,0,3,0,0,0,2,5,13,0,1,7,4,0,0,0,4,0,0,2,0,6,0,0,16,0,0,0,1,4,1,0,0,7,2,1,1,1,0,0,1,6,0,1,0,0,0,2,0,0,1,0,2,5,5,0,3,0,0,7,3,0,7,1,3,0,0,0,0,1,2,0,0,8,0,1,0,0,0,6,2,0,4,4,4,0,1,0,26,0,4,0,6,1,0,0,0,9,17,3,0,0,0,0,0,3,0,1,0,4,6,0,0,0,0,0,0,0,0,1,6,0,0,3,13,8,5,1,0,5,4,0,0,0,11,3,0,3,0,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,20,0,2,0,2,0,4,0,0,1,3,0,0,1,11,0,0,0,0,3,0,0,3,42,1,0,0,0,0,0,2,8,3,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,17,2,1,0,31,1,0,0,0,0,6,15,2,7,0,1,7,0,3,33,14,0,17,0,1,2,5,3,0,2,5,0,1,1,0,2,0,0,0,0,6,0,0,4,25,5,1,0,5,10,0,0,6,0,0,0,2,1,3,8,3,0,1,0,1,0,0,0,3,0,1,2,0,1,1,4,3,0,G12G5C4
2,14,8,0,0,18,19,0,3,0,0,1,0,0,1,0,3,0,2,0,6,4,1,2,16,1,3,0,3,2,11,7,2,0,21,11,0,0,8,4,0,5,0,2,0,13,2,6,0,0,3,0,2,0,9,0,3,0,2,0,1,1,0,0,2,4,1,15,9,3,2,13,1,4,9,0,2,0,0,7,2,1,4,8,15,19,0,0,9,6,2,0,0,12,2,0,4,1,14,1,0,11,1,0,1,3,11,5,0,0,27,6,0,0,11,2,0,1,7,3,0,1,1,0,7,4,0,0,0,10,10,3,8,11,0,0,15,3,0,15,5,0,0,0,0,1,2,2,1,2,12,1,0,0,0,0,8,1,1,6,0,0,1,5,0,68,1,7,0,14,2,0,1,0,12,42,8,0,1,0,0,0,2,0,1,0,10,12,0,4,1,1,12,0,1,0,0,7,0,3,9,19,5,3,5,2,2,4,0,0,1,21,7,0,5,0,1,9,0,0,0,5,1,1,0,0,0,5,3,0,8,9,7,0,0,0,0,0,3,0,0,0,16,0,0,6,5,0,0,2,20,0,0,0,0,0,0,0,6,75,0,1,0,0,1,0,0,20,12,0,2,0,3,11,0,0,1,0,0,1,1,1,0,0,0,3,6,3,0,0,3,0,28,10,6,0,7,2,0,0,0,0,22,23,4,4,0,1,9,0,0,0,10,0,3,3,0,0,4,11,0,2,20,2,2,6,0,10,2,6,0,0,10,0,0,14,19,4,0,0,31,28,3,0,16,0,0,0,5,1,6,22,13,0,0,1,3,0,0,0,8,0,2,8,0,1,1,7,10,1,A7F6F4
0,2,0,0,0,2,4,0,1,0,0,0,0,0,0,2,4,1,0,0,3,6,1,0,7,0,0,5,0,2,1,0,0,0,12,3,0,0,2,0,0,2,0,3,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,4,0,0,8,0,0,0,0,2,0,0,2,2,6,5,0,0,1,8,0,0,0,1,0,0,2,1,2,0,0,2,0,0,0,0,2,0,0,0,8,2,0,0,4,1,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,1,2,0,0,0,4,0,0,4,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,0,4,4,0,5,2,0,0,2,0,19,0,1,0,3,0,0,0,0,1,18,3,0,0,0,0,0,1,0,0,0,1,3,0,3,1,0,2,0,0,0,0,5,0,1,1,5,0,3,0,1,0,1,0,0,0,4,2,0,0,0,1,2,0,0,0,2,1,0,0,0,0,3,0,0,4,2,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,1,12,0,0,0,0,0,0,0,8,3,0,0,0,6,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,16,3,0,0,1,1,0,0,0,0,3,3,1,3,0,0,2,0,0,0,6,0,0,1,0,0,0,1,0,1,13,0,2,0,0,0,4,4,1,0,3,0,0,1,10,3,0,0,10,7,1,0,8,0,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,B11H3C4
17,36,9,0,0,24,39,0,10,1,0,3,1,1,1,3,14,1,9,0,5,33,12,9,33,0,9,1,9,14,25,7,15,1,68,23,0,0,22,0,0,18,5,3,0,41,5,14,0,1,11,1,13,0,26,0,12,1,0,0,1,9,1,0,10,0,0,41,10,3,1,21,0,36,57,2,1,0,3,24,3,5,19,15,20,42,1,1,46,45,0,0,0,18,5,4,13,2,14,7,0,40,0,0,15,4,13,3,2,0,110,22,1,2,18,23,1,2,16,11,0,1,3,0,60,3,4,1,2,27,29,13,10,26,2,5,45,5,1,26,14,0,0,0,3,9,4,24,13,10,63,1,12,0,0,1,32,16,0,22,10,2,0,8,1,938,0,24,0,26,10,1,27,0,47,160,23,0,0,1,0,0,51,0,7,4,64,21,0,21,2,17,13,0,0,0,0,45,1,7,32,27,23,13,13,10,7,17,0,0,0,7,16,0,15,0,3,31,1,0,0,7,5,7,0,0,1,22,2,0,24,11,17,0,1,0,5,0,8,0,2,0,30,0,4,17,8,0,0,6,45,0,1,0,0,0,2,0,17,80,0,2,2,0,0,0,1,46,14,3,2,1,3,12,0,0,0,2,0,3,4,0,4,0,0,1,12,19,0,5,3,0,57,34,20,0,41,3,2,7,2,0,44,44,29,10,0,13,8,4,0,1,21,0,6,9,1,8,13,23,0,29,36,0,23,0,24,20,8,22,1,1,13,1,0,18,39,51,0,1,70,73,2,0,35,2,0,0,16,10,9,56,18,0,4,1,12,2,0,0,31,1,6,27,7,5,7,19,13,1,D12G5B4
5,6,3,0,0,4,11,0,2,0,0,2,0,0,0,2,2,1,1,0,2,4,4,0,3,0,1,0,1,1,7,1,0,0,12,2,0,0,5,0,0,2,0,0,0,7,0,2,0,0,3,0,1,0,6,0,1,0,0,0,3,2,0,0,1,0,0,3,6,1,0,12,0,2,3,0,0,0,1,4,0,0,10,5,1,13,0,0,19,8,1,0,0,1,0,0,2,0,0,0,0,8,0,0,1,4,3,13,3,0,21,2,0,0,0,3,1,0,7,0,0,1,1,0,4,1,3,0,1,10,8,1,3,8,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,5,1,0,4,1,0,0,1,0,53,0,7,0,3,3,0,0,0,15,15,1,0,0,0,0,0,7,0,1,0,10,3,0,2,0,0,1,1,0,0,4,8,0,1,5,3,8,3,2,3,2,5,1,0,1,8,0,0,5,0,1,5,0,0,0,0,1,2,0,0,0,1,1,0,9,2,9,0,0,0,0,0,2,0,0,0,8,0,1,4,0,0,0,0,8,0,0,0,0,0,0,0,9,27,0,0,0,0,5,0,0,13,2,0,0,0,2,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1,0,16,4,1,0,1,0,0,0,1,0,10,11,5,1,0,1,0,0,0,1,1,0,1,1,0,1,2,2,0,3,5,0,0,0,0,0,4,4,0,0,1,0,0,5,13,16,0,0,15,13,4,0,7,0,0,2,1,0,0,5,2,0,1,0,1,0,0,0,7,1,2,2,0,0,1,6,3,2,C7E6C4
2,7,0,0,0,3,5,0,3,1,0,2,0,0,0,0,7,3,1,0,0,5,3,0,2,0,2,1,4,7,0,1,0,0,8,0,0,0,6,0,0,4,0,0,0,3,0,1,0,0,5,0,5,0,4,0,2,0,0,0,0,1,0,0,2,0,0,1,4,1,0,6,0,8,7,0,0,0,0,7,0,0,6,3,1,4,0,1,10,9,0,0,0,6,1,0,11,0,5,0,0,8,0,0,5,4,3,0,0,0,18,3,0,1,2,6,0,0,3,1,0,0,0,0,7,2,3,0,0,8,8,4,4,9,0,0,10,0,0,3,8,0,0,0,0,0,0,3,0,2,10,0,1,0,0,0,4,4,0,2,3,0,0,2,0,52,0,7,0,2,3,0,0,0,9,23,8,0,0,0,0,0,8,0,1,0,6,3,0,3,0,0,1,0,0,0,0,8,0,1,12,8,3,3,0,1,2,3,1,0,0,8,3,0,2,0,2,6,0,0,0,2,1,3,0,0,0,3,0,0,11,3,6,1,0,0,3,0,0,0,1,0,10,0,1,2,0,0,0,1,17,0,0,0,0,2,1,0,8,20,0,0,1,0,0,0,0,8,2,4,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,11,10,4,0,4,0,0,0,0,0,16,7,5,2,0,2,6,1,0,0,1,0,0,2,0,2,7,4,0,4,8,0,3,0,0,6,2,1,0,0,3,0,0,3,12,14,0,0,14,13,0,0,11,0,0,0,2,1,1,4,3,0,0,1,4,0,0,0,7,0,1,3,1,0,0,2,2,0,A8A6H4
8,22,4,0,0,8,25,0,6,2,0,1,0,0,0,5,11,0,3,0,4,28,10,0,11,0,10,4,6,3,11,3,1,0,19,3,2,0,8,0,0,12,5,0,0,44,0,6,0,0,1,0,7,0,20,0,8,0,1,0,0,10,1,0,14,0,1,32,4,1,0,16,0,12,39,0,2,1,1,26,0,0,19,19,4,16,0,1,33,33,0,1,0,3,3,0,14,1,3,0,0,17,0,0,21,1,3,0,0,0,77,10,0,2,9,15,0,0,19,2,0,1,6,0,23,4,8,0,0,17,13,0,12,17,1,5,15,1,0,4,8,0,1,1,0,3,2,13,5,3,34,2,0,0,0,0,15,10,0,17,12,1,0,10,0,151,0,13,0,14,1,0,0,0,36,70,1,0,0,0,0,0,27,0,3,0,39,13,0,21,0,0,4,0,0,1,0,41,1,13,15,12,13,3,5,7,2,16,1,1,0,12,6,1,16,1,2,18,0,1,0,4,3,4,0,0,1,13,0,0,22,15,12,0,0,1,4,1,2,0,0,0,21,0,3,11,1,0,1,2,33,0,1,0,0,0,1,0,29,32,1,1,0,0,4,0,0,38,7,4,0,1,5,9,0,0,0,0,1,9,1,0,0,0,0,4,7,10,1,0,0,0,30,4,7,0,9,1,1,0,2,0,23,45,38,5,0,3,3,6,0,1,2,0,1,11,0,0,7,11,0,9,19,0,11,1,0,1,4,13,0,0,6,0,1,11,25,54,0,0,37,51,0,1,19,0,3,0,6,14,3,25,26,0,3,1,6,0,0,3,12,1,5,38,2,0,0,20,3,1,F10G1G4
