AURKA_1,TMPO_2,PRIM1_1,BRIP1_4,RAD51AP1_3,MCM6_1,USP1_1,PIMREG_4,KIF2C_2,TTK_3,POLD3_3,DLGAP5_3,SMC4_4,BUB1_4,ATAD2_3,CDC25C_1,CCNB2_2,HJURP_1,CLSPN_1,TPX2_4,UNG_1,RANGAP1_2,ANLN_1,CDC45_4,TYMS_2,TOP2A_3,G2E3_2,KIF23_4,GTSE1_2,FEN1_2,RPA2_1,E2F8_2,RAD51_3,USP1_4,TMPO_3,DTL_2,FEN1_4,CCNB2_4,HELLS_2,CCNE2_1,E2F8_4,NUF2_2,CENPE_1,CLSPN_2,NASP_4,MKI67_2,POLD3_1,GINS2_2,UBR7_3,MKI67_4,CDC45_1,ANLN_3,NUSAP1_2,ANLN_4,CKS1B_1,BRIP1_3,HMMR_1,BIRC5_3,UNG_3,TIPIN_4,NEK2_4,CENPA_1,NUF2_4,FEN1_3,TTK_2,UNG_4,NEK2_3,CKAP5_1,TTK_1,CHAF1B_1,CENPU_1,SMC4_2,CTCF_4,CDK1_2,ANP32E_2,ECT2_2,RPA2_3,ECT2_3,GAS2L3_1,TPX2_2,E2F8_1,TUBB4B_3,ECT2_1,NEK2_2,RFC2_2,PCNA_2,RAD51AP1_4,TIPIN_3,TOP2A_2,TUBB4B_2,GINS2_4,RANGAP1_3,KIF20B_3,RPA2_2,KIF20B_2,NCAPD2_4,NEK2_1,CENPU_2,UHRF1_2,DTL_4,G2E3_4,RRM2_2,TYMS_3,UBR7_4,TACC3_2,CDCA8_2,UNG_2,CDC6_1,LBR_3,HJURP_3,HMGB2_2,CKAP2_2,POLA1_4,HJURP_4,TIPIN_2,RANGAP1_1,CKAP2L_3,SMC4_3,SLBP_2,ATAD2_1,DTL_3,CASP8AP2_3,KIF23_2,AURKA_4,CKS2_3,CDC25C_2,KIF23_1,GTSE1_3,GTSE1_1,CENPF_2,RRM1_2,CDC45_2,CTCF_1,USP1_2,CKS1B_3,UBR7_1,MCM2_2,CCNE2_2,RRM1_3,MCM5_1,CKAP2_1,CKAP5_3,BLM_4,RAD51_1,CCNB2_3,CHAF1B_2,ATAD2_2,BUB1_2,NDC80_1,PIMREG_1,CKS1B_2,POLD3_4,ECT2_4,CDC20_3,CENPF_4,NCAPD2_3,CDCA7_1,PSRC1_1,NDC80_3,CBX5_2,G2E3_1,ATAD2_4,CDCA7_3,RAD51AP1_2,GMNN_4,HMGB2_1,CLSPN_3,RAD51_2,PCNA_4,MCM4_3,ANP32E_3,CKAP2_3,UHRF1_4,SLBP_4,TPX2_1,TMPO_1,EXO1_2,CHAF1B_4,NUSAP1_4,NASP_3,RPA2_4,CENPA_3,AURKB_1,RFC2_4,TYMS_1,RFC2_3,CKS2_2,DTL_1,CKAP5_4,CDC20_1,PSRC1_4,GINS2_1,KIF23_3,CENPE_3,GAS2L3_4,KIF2C_4,CTCF_3,AURKB_2,NUSAP1_3,GAS2L3_3,NCAPD2_2,UHRF1_1,ANLN_2,DSCC1_1,DSCC1_2,CENPA_2,HJURP_2,NUSAP1_1,PCNA_3,KIF20B_4,HMGB2_3,MCM6_2,FEN1_1,TOP2A_4,KIF11_2,CENPF_3,GTSE1_4,MCM4_1,NUF2_3,SLBP_3,G2E3_3,CASP8AP2_1,CDCA3_1,CDCA2_1,BLM_1,RANGAP1_4,MKI67_3,CKS2_1,CKAP2_4,AURKB_3,CENPF_1,GMNN_1,NUF2_1,KIF11_3,TPX2_3,MCM5_4,RRM2_3,LBR_4,WDR76_2,MCM5_3,POLA1_3,CKAP2L_4,CKAP5_2,MCM2_4,PSRC1_2,DLGAP5_1,BRIP1_1,CDC25C_3,KIF11_4,CENPU_3,NCAPD2_1,CENPA_4,CDCA2_4,CDCA2_3,MSH2_4,CDCA8_4,PSRC1_3,GMNN_3,TACC3_1,PCNA_1,TACC3_4,MCM2_3,MCM6_4,CBX5_4,RAD51_4,BUB1_3,AURKA_3,TUBB4B_1,RFC2_1,CDCA2_2,RRM1_4,PRIM1_4,SMC4_1,HELLS_1,UHRF1_3,DLGAP5_4,BLM_3,MCM6_3,HELLS_3,CCNB2_1,TACC3_3,EXO1_3,KIF2C_3,TYMS_4,CHAF1B_3,SLBP_1,RAD51AP1_1,KIF20B_1,AURKB_4,CDC6_4,WDR76_1,HMMR_4,LBR_1,POLA1_1,CDCA8_1,PRIM1_3,RRM2_1,BIRC5_1,CDK1_3,E2F8_3,CKAP2L_2,CDC25C_4,NASP_1,ANP32E_1,AURKA_2,CASP8AP2_2,CENPU_4,MKI67_1,CDC6_2,KIF2C_1,CDC6_3,CBX5_3,MCM5_2,HMGB2_4,POLD3_2,BUB1_1,EXO1_4,CKAP2L_1,RRM1_1,BIRC5_2,GINS2_3,CDK1_1,MCM2_1,TTK_4,DLGAP5_2,CASP8AP2_4,HELLS_4,EXO1_1,MSH2_2,HMMR_2,RRM2_4,MSH2_3,POLA1_2,CKS1B_4,ANP32E_4,MSH2_1,MCM4_2,TOP2A_1,BLM_2,CLSPN_4,LBR_2,NASP_2,WDR76_3,WDR76_4,CBX5_1,TMPO_4,TUBB4B_4,CENPE_4,TIPIN_1,CTCF_2,BRIP1_2,GMNN_2,CDCA7_2,PIMREG_3,PIMREG_2,HMMR_3,NDC80_2,NDC80_4,CDCA7_4,CDC45_3,KIF11_1,USP1_3,GAS2L3_2,CDC20_2,CDC20_4,CDK1_4,PRIM1_2,CENPE_2,UBR7_2,BIRC5_4,cell
0,10,7,0,0,16,9,0,2,0,0,0,0,0,2,3,3,0,1,0,3,3,2,0,7,0,0,1,4,6,13,1,1,7,16,0,0,0,11,0,0,4,1,1,0,2,0,3,0,0,3,0,4,0,5,0,7,0,0,0,0,3,0,0,3,1,1,4,4,2,4,8,0,10,17,0,0,0,1,12,5,0,6,6,8,16,0,1,14,12,4,0,0,11,2,1,4,0,2,0,0,11,0,0,2,1,4,0,1,0,28,0,1,0,17,5,0,0,7,5,1,0,2,1,2,1,1,0,2,5,14,5,3,5,0,0,12,0,0,0,4,0,0,0,0,2,1,4,1,1,15,1,0,0,0,1,4,3,0,13,0,0,0,8,1,37,0,11,0,10,3,0,1,0,6,42,8,0,0,0,0,0,11,0,0,0,7,6,0,2,1,2,3,0,0,0,1,9,0,4,12,5,2,11,7,4,4,3,0,0,0,15,8,1,13,0,2,11,0,0,0,5,2,0,0,0,0,0,0,0,10,1,7,0,0,0,6,0,1,0,0,0,10,0,2,3,0,0,0,1,6,0,1,0,0,0,0,0,11,20,1,1,1,0,0,0,0,5,6,0,1,0,2,10,0,0,0,0,2,1,2,1,0,0,0,1,2,2,0,0,5,0,12,0,2,0,11,1,0,0,0,1,19,10,8,2,0,1,4,2,0,4,2,0,1,3,0,1,11,1,0,5,20,0,2,1,0,9,7,2,0,0,4,0,0,5,18,10,0,0,12,20,0,0,13,0,0,0,1,3,2,8,7,0,5,0,1,0,0,0,8,0,2,3,0,1,3,1,2,0,E8G5B4
21,49,17,0,2,45,39,0,11,3,0,3,1,5,0,4,31,0,12,0,12,29,11,0,41,0,9,3,16,20,29,6,1,1,35,21,0,0,33,1,0,16,2,4,0,49,4,21,0,0,8,0,23,0,44,0,8,0,2,1,0,17,0,1,11,2,3,28,18,8,0,32,1,49,68,6,0,5,2,31,7,2,33,13,63,82,0,7,56,69,2,0,0,34,12,0,19,0,30,0,0,49,0,0,14,7,23,0,1,2,130,28,0,2,29,22,4,2,61,9,0,1,3,0,65,4,5,1,0,36,32,14,14,36,1,9,58,3,1,30,21,0,0,2,0,9,2,19,14,8,41,1,1,2,1,1,37,16,0,21,8,2,0,12,0,515,0,31,0,32,5,0,1,0,45,145,36,1,0,0,0,0,59,1,3,0,104,23,1,31,6,23,19,0,1,3,4,36,2,14,42,32,21,16,9,10,9,27,1,15,7,51,28,2,18,0,14,46,0,1,1,10,1,5,0,0,0,30,3,0,33,37,28,0,0,0,16,0,11,0,4,0,25,0,10,22,8,0,0,3,65,0,1,0,0,3,3,0,27,145,0,2,0,3,0,0,2,86,19,2,1,0,12,17,0,0,0,0,2,8,2,0,1,0,6,9,13,18,1,1,2,0,49,12,17,3,35,6,0,0,4,8,46,50,47,14,0,4,13,3,0,2,39,0,6,6,0,6,15,21,0,25,65,0,21,0,0,18,15,19,0,0,11,0,0,36,67,55,7,0,73,96,1,1,32,0,0,0,19,11,17,48,24,0,11,1,9,1,2,2,23,0,5,43,0,1,5,18,10,0,G10G3D4
0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,2,0,2,0,4,0,2,4,0,1,0,0,2,0,0,2,1,2,2,0,1,0,1,0,0,0,1,1,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,9,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,6,1,0,3,0,0,0,1,0,29,0,2,0,5,0,0,0,1,0,6,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,4,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,1,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,1,5,3,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,0,5,3,0,0,4,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,D11G6B4
4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,2,0,0,3,3,3,0,11,2,0,0,2,0,0,0,0,1,0,2,1,1,0,0,2,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,5,0,2,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,1,1,0,1,5,0,0,0,2,0,0,1,0,2,0,0,5,0,0,1,1,1,2,0,0,10,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,11,0,1,0,2,0,0,0,0,7,6,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,1,1,0,1,1,2,0,0,3,7,0,0,0,1,2,2,0,0,0,0,1,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,2,1,2,0,0,0,3,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,3,3,0,0,0,0,1,0,0,6,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,9,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,4,4,3,0,1,2,0,0,1,5,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,1,0,1,0,B7H3E4
12,102,26,0,10,106,120,1,22,4,0,2,7,1,18,9,37,5,26,0,66,53,44,13,97,0,18,16,14,52,57,12,57,1,64,51,1,1,96,4,1,39,4,20,0,81,8,61,0,0,47,6,39,0,52,0,15,0,0,0,1,20,0,1,13,4,2,62,23,21,5,42,0,72,125,12,4,0,2,75,14,0,31,18,72,144,0,1,125,142,0,0,0,78,25,3,25,1,78,0,1,120,0,0,31,14,55,17,0,3,229,39,1,3,46,45,1,6,92,27,0,1,12,3,130,8,10,1,5,32,73,36,36,88,14,21,125,10,1,74,38,0,1,5,0,14,11,34,10,5,74,1,2,4,0,1,76,21,0,62,11,3,0,25,1,502,0,42,0,73,17,0,1,1,79,266,62,0,0,1,0,0,60,0,3,1,132,76,1,40,4,9,15,5,0,1,3,75,2,27,82,85,42,28,24,19,22,36,1,0,0,85,59,19,39,5,11,75,3,2,0,19,7,8,0,0,8,46,1,0,38,46,36,0,0,1,13,3,37,2,2,0,63,0,8,23,15,3,0,9,90,2,13,0,0,0,3,3,41,251,1,3,1,4,1,0,0,151,34,1,1,1,17,57,1,0,0,0,1,18,15,0,0,0,0,10,27,23,0,4,5,0,155,30,24,0,81,10,0,0,5,0,121,112,42,31,2,9,42,11,1,7,88,2,17,27,0,5,60,48,0,36,125,0,28,0,3,40,36,30,0,3,22,1,1,55,138,118,5,0,166,233,10,8,54,1,0,0,27,30,37,102,84,0,13,3,19,1,1,2,28,4,11,62,4,1,25,37,26,3,A10E2G4
0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,10,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,1,0,1,2,1,0,0,0,18,0,1,0,0,2,0,0,0,3,8,0,0,0,0,0,0,0,4,0,0,0,4,0,1,1,4,2,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,3,1,2,3,0,3,0,0,0,2,4,0,1,0,1,1,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,7,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,D11A1A4
3,6,3,0,0,0,7,0,3,1,0,0,0,0,1,3,2,3,0,0,1,5,8,0,3,0,5,3,3,1,6,0,0,0,13,1,1,1,5,0,1,2,1,0,0,9,1,0,0,0,0,0,3,0,9,0,9,0,0,0,0,7,0,0,1,0,0,8,4,1,0,5,2,13,12,0,0,0,1,12,0,0,4,1,3,0,0,0,20,11,0,0,0,3,3,0,3,0,5,0,0,3,0,0,6,1,0,1,0,0,27,5,0,0,1,7,0,0,3,0,0,0,1,0,21,1,1,2,0,9,4,1,6,5,0,0,1,0,0,1,4,1,0,0,0,2,1,2,1,2,8,0,0,0,2,1,3,3,0,9,6,2,0,3,1,53,0,13,0,3,0,0,0,0,12,26,3,0,0,0,0,0,10,0,1,0,29,1,0,3,1,1,0,0,0,0,0,13,0,1,7,1,7,1,0,4,3,5,0,0,0,4,2,0,4,0,0,3,0,0,0,0,3,2,0,0,0,3,1,0,9,2,4,0,0,0,6,0,0,0,0,0,6,0,2,4,3,0,0,1,16,0,1,0,0,1,0,0,7,5,2,0,0,0,0,0,1,17,1,0,0,0,1,2,0,0,0,0,0,3,0,0,2,0,0,0,3,2,0,0,1,0,11,3,2,0,1,1,0,0,0,0,2,9,6,2,0,1,0,0,0,24,5,0,2,2,0,5,3,5,0,3,7,0,4,1,0,4,3,7,0,0,2,0,0,3,0,13,0,0,13,11,0,0,12,0,0,0,3,1,2,7,1,0,0,0,3,0,0,0,6,0,2,8,1,1,0,8,4,1,G12H6F4
5,46,35,0,0,73,63,1,18,2,0,1,0,1,2,18,13,4,9,0,30,28,28,1,44,0,11,20,23,38,53,6,4,0,74,44,1,0,38,9,1,45,0,14,0,41,14,34,0,1,18,4,20,0,50,1,9,0,7,0,7,4,2,2,10,2,2,22,33,44,0,27,1,53,74,3,4,1,4,39,16,0,90,29,31,88,1,0,37,44,1,0,0,44,9,0,12,12,64,1,0,114,4,1,29,11,19,7,19,2,83,38,1,2,23,22,2,0,41,12,0,5,5,4,31,2,4,4,2,21,52,20,17,60,0,12,54,12,5,52,28,0,2,1,2,5,7,7,17,6,47,2,2,1,4,2,37,4,1,51,12,0,2,21,1,200,0,52,0,43,6,7,1,2,33,160,34,4,0,0,0,0,32,0,8,3,61,24,0,15,9,0,191,0,3,0,9,53,3,16,19,64,14,24,11,13,6,27,5,0,0,48,61,4,26,0,8,32,0,2,1,8,6,8,1,1,0,14,5,0,26,31,43,0,0,5,5,0,18,0,4,1,45,3,1,18,11,1,0,5,54,0,2,4,0,0,1,0,30,151,0,6,2,1,3,2,0,48,23,2,6,0,20,37,0,0,4,0,0,3,3,1,0,0,9,5,20,8,1,1,10,0,64,13,8,0,96,3,8,0,4,1,56,49,26,27,1,14,25,7,0,6,62,0,24,8,0,5,26,12,0,25,73,3,8,2,0,26,14,20,3,3,17,0,0,29,43,40,2,2,58,93,1,0,59,1,3,0,20,8,26,63,39,3,8,1,11,3,0,2,26,0,12,22,3,2,15,16,11,0,D10E5G4
6,52,13,0,0,41,65,0,8,3,0,6,1,5,2,3,17,4,15,2,15,38,20,1,49,1,11,10,7,17,25,7,2,43,61,35,3,0,51,4,1,21,6,8,0,32,14,39,0,0,11,1,27,1,41,3,6,8,0,3,1,7,1,0,12,1,1,41,13,10,3,32,10,25,94,3,4,0,0,30,5,10,23,18,52,61,0,28,56,68,5,2,0,50,15,4,22,5,46,0,0,72,4,1,19,4,33,4,1,5,99,18,2,2,47,22,25,2,40,16,0,4,5,1,69,4,7,1,2,22,51,27,29,48,0,8,58,13,1,33,28,1,3,3,0,10,5,16,6,2,49,1,2,1,1,3,29,11,0,39,5,4,1,12,1,280,5,38,0,35,15,2,0,1,52,215,31,7,0,0,1,0,48,0,7,3,51,27,1,20,3,12,13,0,0,1,2,40,2,19,34,48,13,23,8,5,11,34,1,1,3,52,31,3,37,1,62,41,2,4,0,15,3,5,3,0,4,21,3,0,32,38,28,0,1,2,27,0,15,0,2,0,31,0,3,25,18,2,0,5,78,0,1,0,3,0,1,0,31,145,1,1,2,24,4,0,0,96,29,3,7,2,6,37,0,2,1,0,0,4,6,2,1,6,7,7,13,20,0,1,6,0,75,20,32,3,50,5,1,0,2,0,64,61,21,25,0,9,22,6,2,5,50,2,28,12,0,5,25,14,0,19,61,9,29,12,0,38,19,14,0,3,30,0,0,36,90,65,5,5,78,109,19,0,59,0,0,0,30,15,24,81,54,0,19,4,2,4,0,0,30,0,12,24,2,4,10,24,15,8,B10H2B4
2,9,3,0,0,17,9,0,1,2,0,0,0,3,1,1,0,0,2,1,2,7,5,0,7,0,1,2,0,3,5,3,0,0,15,14,0,0,9,1,0,1,1,1,0,8,0,5,0,0,5,1,1,0,14,0,1,0,0,0,1,0,0,0,1,0,0,6,1,1,0,2,0,4,40,0,1,0,0,5,1,1,6,3,9,12,0,0,1,16,1,0,0,9,2,0,2,1,16,0,0,9,1,0,1,1,6,0,0,0,16,5,0,0,8,3,0,0,7,4,0,1,1,0,2,0,0,0,0,3,8,7,2,5,0,2,22,4,0,26,8,0,0,2,0,0,5,5,0,1,9,1,1,0,0,0,7,2,0,2,1,0,0,8,1,106,0,12,0,8,4,0,0,0,11,36,2,1,0,0,1,0,0,1,0,0,4,11,0,4,1,6,2,0,0,0,0,7,1,3,6,10,0,3,5,0,0,2,0,0,0,10,0,0,9,1,2,7,0,0,0,4,3,3,1,0,0,0,0,0,3,7,7,0,0,0,9,0,0,3,0,1,4,0,0,1,4,1,0,1,9,1,3,0,0,0,0,0,5,22,0,0,0,0,1,0,4,9,6,1,1,0,0,7,0,0,0,0,0,0,1,0,1,0,0,1,3,3,0,0,0,0,8,6,9,0,4,0,0,0,0,0,8,22,3,1,0,0,5,1,0,1,8,0,1,3,0,0,1,1,0,3,20,0,0,2,0,5,2,4,0,0,2,0,0,3,17,4,1,0,14,17,0,0,5,0,0,0,6,2,4,17,9,0,1,0,1,0,0,0,3,0,2,4,0,1,0,3,10,0,G7F4G4
1,6,2,0,0,9,13,0,0,1,0,0,0,0,0,2,0,0,0,0,2,3,3,0,10,0,0,3,4,6,6,1,0,0,5,4,0,0,9,1,0,4,0,1,0,3,2,2,0,0,3,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,0,4,0,2,9,0,0,0,0,12,2,0,0,5,5,14,0,0,7,7,0,0,0,7,4,0,1,0,8,0,0,13,0,0,1,1,4,1,0,0,5,5,0,0,3,1,0,0,10,0,0,0,1,0,7,0,2,0,0,2,4,2,0,10,0,0,10,0,0,13,2,0,0,0,0,0,0,0,3,2,3,1,0,0,0,1,5,2,0,11,0,0,0,1,0,31,0,8,0,10,0,0,0,0,4,33,7,0,0,0,0,0,4,0,0,0,7,6,0,1,0,1,0,0,0,0,0,3,0,1,3,4,1,3,3,0,1,1,1,0,0,7,13,0,5,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,3,5,3,0,0,0,2,0,11,0,0,0,2,0,1,3,4,0,0,1,7,0,2,0,0,0,0,0,3,20,1,1,0,0,0,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,9,1,0,9,2,0,0,0,0,10,3,1,1,0,0,2,0,0,12,4,0,2,0,0,2,2,6,0,3,15,0,1,0,0,8,1,2,0,0,1,0,0,3,12,5,0,0,8,13,0,0,16,0,0,0,0,1,3,14,5,0,0,1,0,0,0,0,4,0,1,3,0,0,3,0,3,0,G12B1D4
4,4,3,0,0,5,12,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,3,1,3,0,0,0,3,7,4,0,0,0,11,3,0,0,3,2,0,2,0,3,0,1,3,3,0,0,2,0,2,0,8,0,6,0,0,0,0,0,0,0,2,0,0,8,0,1,1,2,0,8,8,0,0,0,3,0,2,1,5,2,7,7,0,0,6,7,0,0,0,9,1,0,2,0,9,0,0,12,0,0,2,2,6,2,0,0,14,7,1,0,7,2,1,0,8,1,0,0,1,0,8,1,1,0,0,2,7,2,2,6,0,0,10,4,1,3,5,0,0,0,0,1,1,3,0,0,7,0,3,1,0,0,10,2,0,6,1,0,0,2,0,25,0,5,0,7,3,0,1,0,5,21,6,0,0,0,0,0,11,0,1,0,5,5,0,1,0,1,1,0,0,0,0,3,1,4,9,7,3,0,1,2,0,4,0,0,0,9,3,0,3,0,1,12,0,0,0,3,1,1,0,0,0,0,1,0,7,7,1,1,0,0,1,0,2,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,18,0,0,1,0,0,0,0,8,4,0,0,0,3,0,0,0,0,4,0,2,1,0,1,0,0,2,3,1,0,0,2,0,13,1,2,0,7,0,0,0,0,0,8,11,5,5,0,0,6,1,0,0,10,0,0,1,0,0,7,4,0,7,6,0,1,0,0,6,1,1,0,0,6,0,1,0,17,4,0,0,14,27,0,0,11,0,0,0,3,1,3,9,3,0,1,1,1,0,0,0,2,0,1,4,0,0,1,3,1,0,E9G2D4
3,27,13,0,0,59,57,0,9,1,0,4,2,1,0,2,16,3,11,0,28,21,22,1,55,10,9,3,7,24,28,8,20,3,52,21,1,0,68,28,1,12,2,9,0,41,13,16,0,0,17,1,15,1,20,0,7,1,0,1,0,3,0,0,12,0,1,21,10,11,4,24,0,26,61,4,6,3,2,25,5,1,21,22,55,92,0,3,29,43,2,3,0,44,6,2,20,1,34,0,0,75,0,0,15,5,32,5,2,1,75,23,1,2,30,12,1,2,51,5,0,3,2,0,29,2,5,0,2,18,45,15,18,37,0,11,49,7,0,47,22,0,2,2,2,16,9,27,10,3,43,2,3,1,0,2,28,11,0,27,6,0,0,10,1,181,0,28,0,43,23,0,0,0,21,314,35,2,0,4,0,1,29,0,2,0,36,23,1,12,3,2,10,0,0,1,17,35,2,9,23,41,10,31,13,4,21,19,3,5,1,60,37,4,13,2,3,45,1,2,0,7,2,7,0,0,1,17,4,3,19,33,20,0,0,1,2,0,18,0,0,0,24,0,4,15,16,1,0,4,31,0,3,1,0,3,2,0,29,176,0,1,2,0,11,0,0,47,25,2,5,1,5,31,0,0,0,2,0,1,5,0,2,0,1,5,18,7,1,3,3,0,65,28,10,0,61,5,0,0,7,0,41,51,26,12,0,4,18,3,0,3,48,1,11,6,0,6,26,12,0,14,49,1,15,3,0,44,22,5,0,1,25,1,0,29,87,27,3,0,66,140,4,0,29,1,0,0,11,8,22,24,44,0,10,1,7,2,0,0,19,0,5,3,4,2,6,5,11,2,H8B2E4
18,28,9,0,0,6,29,0,13,1,0,0,0,0,1,5,21,6,3,0,4,31,25,1,37,0,12,1,11,8,13,2,0,0,11,10,0,0,13,1,0,16,2,2,0,38,3,9,0,2,1,0,14,0,28,0,18,0,0,0,0,21,0,0,14,0,0,20,13,1,1,15,0,52,44,0,2,0,4,41,4,1,23,18,10,20,0,0,69,50,0,0,0,21,5,0,14,0,9,0,0,36,0,0,17,7,3,1,0,0,97,25,1,1,11,18,0,0,13,3,0,1,6,0,58,8,6,0,1,27,35,5,10,11,0,8,16,0,0,4,13,1,0,0,0,4,1,13,18,5,42,1,0,0,0,1,8,12,0,15,12,3,0,8,0,199,1,12,0,9,2,0,1,0,33,62,7,0,0,0,0,0,48,1,5,0,59,11,2,21,0,1,2,0,0,0,1,56,6,3,25,7,18,10,4,20,14,25,0,0,1,19,11,0,25,0,1,16,0,0,0,5,4,5,0,0,0,22,2,0,23,17,19,0,0,0,8,0,4,0,1,0,26,0,12,22,8,1,0,3,45,0,1,0,0,2,1,0,28,54,0,0,0,0,0,0,1,92,5,1,0,1,3,20,0,0,0,0,0,1,2,0,0,0,0,1,5,7,0,1,0,0,55,10,14,0,16,5,0,2,1,0,21,44,39,5,0,6,0,1,0,46,13,0,7,13,0,6,16,20,0,18,15,0,23,1,3,4,11,21,0,1,10,1,0,15,25,74,0,0,49,39,1,0,22,0,0,0,1,11,3,28,8,0,8,2,13,1,0,0,39,0,7,39,2,1,2,24,2,2,G12B3B4
11,29,6,0,0,25,25,5,5,0,0,0,0,0,1,3,14,0,2,1,12,16,11,0,20,5,8,34,8,12,15,5,1,0,27,8,0,0,16,3,0,13,2,0,0,20,4,16,0,0,9,0,16,2,19,1,1,0,6,3,1,9,0,1,10,1,0,17,6,6,0,24,0,23,20,4,2,2,2,19,2,0,15,6,13,29,0,3,46,35,1,1,1,8,3,0,10,4,22,0,0,34,5,5,12,4,21,1,2,2,50,9,1,1,17,12,0,1,15,4,0,2,5,0,42,4,7,1,0,15,20,11,8,21,1,6,25,1,2,10,18,0,1,0,1,3,4,4,6,2,29,0,0,0,0,1,28,8,0,16,8,1,0,4,0,108,0,14,0,28,5,0,3,0,24,66,11,0,1,0,0,0,24,0,8,0,33,15,1,21,1,0,6,0,1,8,1,29,2,9,15,33,9,9,1,8,12,13,5,0,0,31,4,1,21,1,4,15,1,1,0,1,1,6,1,0,1,17,4,0,19,16,11,0,0,0,2,1,8,0,1,0,15,0,2,7,9,1,0,1,17,0,6,4,0,0,1,0,15,56,0,2,0,0,16,0,0,39,14,0,2,0,7,18,5,0,1,0,0,3,3,1,0,2,0,1,11,6,10,1,3,1,28,10,12,0,25,5,0,0,0,1,29,19,26,7,1,2,6,3,0,2,23,0,10,3,0,7,8,13,0,10,32,5,8,6,0,7,8,12,1,0,13,9,3,10,28,55,0,0,39,45,1,0,19,0,4,1,11,6,15,28,13,1,6,1,6,0,0,2,7,0,2,34,0,5,5,13,3,0,F9H3B4
